Drumming_bout,Subspecies,Population,Community,Individual,Date,Total_bout_duration,N_beats,N_Interbeats,Interbeat 1,Interbeat 2,Interbeat 3,Interbeat 4,Interbeat 5,Interbeat 6,Interbeat 7,Interbeat 8,Interbeat 9,Interbeat 10,Interbeat 11,Interbeat 12,Interbeat 13,Interbeat 14,Interbeat 15,Interbeat 16,Interbeat 17,Interbeat 18,Interbeat 19,Interbeat 20,Interbeat 21,Interbeat 22,Interbeat 23,Interbeat 24,Interbeat 25,Interbeat 26,With_Ph,Start_Ph,End_Ph,Start_Ph_N,End_Ph_N,Context_Before,Context_After,Context
686,EAC,Kibale,Kanyawara,Individual 28,13.12.10,1.54426,7,6,0.368569,0.093309,0.387231,0.158625,0.286924,0.2496,,,,,,,,,,,,,,,,,,,,,With,Roar,Let-Down,1,3,NV,NV,Traveling
687,EAC,Kibale,Kanyawara,Individual 24,21.04.11,0.53354,3,2,0.082464,0.451077,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,Traveling
688,EAC,Kibale,Kanyawara,Individual 24,21.04.11,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,Resting
689,WAC,Taï,Middle,Individual 37,28.10.99,1.23887,7,6,0.1058,0.306672,0.164635,0.148494,0.261478,0.251794,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Traveling
690,WAC,Taï,Middle,Individual 37,28.10.99,1.61922,7,6,0.258173,0.142872,0.335875,0.040104,0.300784,0.54141,,,,,,,,,,,,,,,,,,,,,With,Climax,Let-Down,2,3,NV,NV,Traveling
691,WAC,Taï,Middle,Individual 37,28.10.99,0.31141,3,2,0.152514,0.158898,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
692,WAC,Taï,Middle,Individual 38,11.10.99,1.96241,10,9,0.075316,0.305449,0.213396,0.276159,0.121343,0.117158,0.497924,0.292896,0.062763,,,,,,,,,,,,,,,,,,With,Climax,Let-Down,2,3,NV,NV,Traveling
694,WAC,Taï,Middle,Individual 38,17.11.99,1.63786,7,6,0.116274,0.232549,0.553305,0.388918,0.264624,0.082194,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Traveling
695,WAC,Taï,Middle,Individual 38,17.11.99,1.5159,12,11,0.083659,0.080313,0.043503,0.093698,0.093698,0.030117,0.113776,0.54211,0.277748,0.050195,0.107083,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Traveling
696,WAC,Taï,Middle,Individual 38,17.11.99,1.53305,6,5,0.09047,0.684281,0.190809,0.062506,0.504986,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Traveling
698,WAC,Taï,Middle,Individual 38,17.11.99,1.14738,6,5,0.180487,0.120325,0.275028,0.434029,0.137514,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Traveling
699,WAC,Taï,Middle,Individual 38,28.10.99,0.36394,3,2,0.228231,0.135705,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
705,WAC,Taï,Middle,Individual 41,11.10.99,1.75202,12,11,0.154287,0.150859,0.188573,0.113144,0.380575,0.140573,0.168002,0.058286,0.174859,0.054858,0.168002,,,,,,,,,,,,,,,,With,Pause ,Climax,1,2,NV,NV,Resting
706,WAC,Taï,Middle,Individual 41,11.10.99,1.84687,9,8,0.200307,0.160495,0.132755,0.2239,0.313064,0.158513,0.441856,0.215975,,,,,,,,,,,,,,,,,,,With,Pause ,Climax,1,2,NV,NV,Traveling
707,WAC,Taï,Middle,Individual 41,18.11.99,1.12573,6,5,0.251876,0.133649,0.169631,0.236455,0.334122,,,,,,,,,,,,,,,,,,,,,,With,Pause ,Pause,0,0,NV,NV,Resting
710,WAC,Taï,Middle,Individual 41,30.10.99,0.85645,9,8,0.06766,0.127119,0.068449,0.159714,0.052151,0.162973,0.078227,0.140157,,,,,,,,,,,,,,,,,,,With,Pause ,Pause,1,1,NV,NV,Traveling
711,WAC,Taï,Middle,Individual 41,30.10.99,3.29406,12,11,0.263928,0.128942,0.28206,0.064471,0.225648,0.249825,0.249825,0.306237,0.394885,0.096706,0.14506,0.886475,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Traveling
712,WAC,Taï,Middle,Individual 41,30.10.99,0.87961,5,4,0.120513,0.090799,0.55898,0.109322,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,Traveling
713,WAC,Taï,Middle,Individual 41,30.10.99,0.6316,4,3,0.237701,0.19016,0.203743,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Traveling
717,WAC,Taï,Middle,Individual 39,01.04.99,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,NV,Traveling
718,WAC,Taï,Middle,Individual 39,02.04.99,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Resting
726,WAC,Taï,Middle,Individual 39,15.03.99,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
744,WAC,Taï,Middle,Individual 38,14.03.00,0.71734,3,2,0.226915,0.490429,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
748,WAC,Taï,Middle,Individual 38,02.05.00,0.21441,3,2,0.124848,0.089565,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Resting
749,WAC,Taï,Middle,Individual 38,30.05.00,1.46084,6,5,0.259402,0.314013,0.058024,0.184312,0.645091,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
750,WAC,Taï,Middle,Individual 38,07.05.00,0.47863,4,3,0.080477,0.211782,0.186368,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
751,WAC,Taï,Middle,Individual 38,07.05.00,0.47863,4,3,0.080477,0.211782,0.186368,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
752,WAC,Taï,Middle,Individual 38,15.03.00,0.21865,2,1,0.218651,,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
753,WAC,Taï,Middle,Individual 38,15.03.00,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
757,WAC,Taï,Middle,Individual 41,30.04.00,0.85149,8,7,0.132127,0.117446,0.132127,0.112553,0.12234,0.107659,0.127234,,,,,,,,,,,,,,,,,,,,Unk,Unk,Unk,0,0,NV,NV,Resting
758,WAC,Taï,North,Individual 44,10.02.99,0.63027,5,4,0.105562,0.173867,0.161448,0.18939,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
759,WAC,Taï,North,Individual 44,13.04.99,1.51074,4,3,0.309473,0.899997,0.30127,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
760,WAC,Taï,North,Individual 44,13.04.99,0.86248,4,3,0.300201,0.185838,0.376442,,,,,,,,,,,,,,,,,,,,,,,,Unk,Unk,Unk,0,0,NV,NV,Traveling
761,WAC,Taï,North,Individual 44,06.03.99,0.72557,3,2,0.516178,0.209393,,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,NV,Traveling
762,WAC,Taï,North,Individual 45,13.04.99,4.70755,19,18,0.112342,0.291889,0.679203,0.235756,0.185237,0.235756,0.275049,0.22453,0.196464,0.297502,0.258209,0.230143,0.235756,0.22453,0.213303,0.297502,0.275049,0.239333,,,,,,,,,With,Build-Up,after,1,0,NV,NV,Traveling
763,WAC,Taï,North,Individual 45,01.04.99,2.51589,10,9,0.079582,0.436012,0.313623,0.478083,0.130039,0.550752,0.068844,0.175935,0.283025,,,,,,,,,,,,,,,,,,Unk,Unk,Unk,0,0,NV,NV,Traveling
764,WAC,Taï,North,Individual 45,23.09.99,3.58297,17,16,0.19204,0.177815,0.177815,0.167146,0.22049,0.25961,0.252497,0.22049,0.227603,0.270279,0.269749,0.234716,0.238272,0.22049,0.224047,0.22991,,,,,,,,,,,With,Build-Up,after,1,0,NV,NV,Traveling
765,WAC,Taï,North,Individual 45,02.04.99,0.55933,4,3,0.246762,0.179313,0.133251,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Traveling
766,WAC,Taï,North,Individual 45,02.04.99,0.67698,3,2,0.324951,0.352031,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Resting
767,WAC,Taï,North,Individual 45,27.03.99,3.64428,9,8,0.121052,0.400637,0.825747,0.557703,0.489717,0.432328,0.384772,0.432328,,,,,,,,,,,,,,,,,,,With,Build-Up,after,1,0,NV,NV,Traveling
768,WAC,Taï,North,Individual 45,27.03.99,0.56641,4,3,0.208676,0.170347,0.187382,,,,,,,,,,,,,,,,,,,,,,,,With,Roar,Roar,1,1,NV,NV,Traveling
769,WAC,Taï,North,Individual 45,27.03.99,0.47443,2,1,0.474432,,,,,,,,,,,,,,,,,,,,,,,,,,With,Roar,Roar,1,1,NV,NV,Traveling
770,WAC,Taï,North,Individual 45,27.03.99,0.39805,2,1,0.398052,,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Traveling
771,WAC,Taï,North,Individual 45,27.03.99,0.55699,3,2,0.09193,0.465056,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Traveling
773,WAC,Taï,North,Individual 46,10.12.99,0.5714,4,3,0.151307,0.091424,0.328669,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,Traveling
775,WAC,Taï,North,Individual 44,07.02.99,2.98279,9,8,0.177321,0.202653,0.506631,1.393236,0.234317,0.158322,0.177321,0.132991,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
776,WAC,Taï,North,Individual 44,07.02.99,1.01779,6,5,0.200473,0.097666,0.179912,0.298139,0.241596,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Resting
777,WAC,Taï,North,Individual 44,07.02.99,0.33309,3,2,0.22149,0.111604,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
778,WAC,Taï,North,Individual 44,10.02.99,0.6448,5,4,0.133566,0.165807,0.156595,0.188835,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
779,WAC,Taï,North,Individual 44,22.02.99,0.89022,6,5,0.168603,0.161859,0.182091,0.155115,0.222556,,,,,,,,,,,,,,,,,,,,,,With,Pause ,Pause,0,0,NV,NV,Resting
782,WAC,Taï,North,Individual 44,27.03.99,2.00749,10,9,0.13883,0.416367,0.173209,0.136568,0.116583,0.233166,0.28313,0.256482,0.253151,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Resting
783,WAC,Taï,North,Individual 45,01.04.99,0.45399,2,1,0.453994,,,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,NV,Traveling
784,WAC,Taï,North,Individual 45,13.03.99,1.06097,6,5,0.207258,0.246736,0.197389,0.217128,0.192454,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,NV,Traveling
785,WAC,Taï,North,Individual 45,13.04.99,1.18705,5,4,0.272643,0.243282,0.188753,0.482369,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Traveling
786,WAC,Taï,North,Individual 45,13.04.99,4.79005,11,10,0.251506,1.383284,0.632686,0.422988,0.422988,0.400124,0.400124,0.417272,0.459079,,,,,,,,,,,,,,,,,,With,Build-Up,after,1,0,NV,NV,Traveling
787,WAC,Taï,North,Individual 45,13.04.99,0.7963,4,3,0.338851,0.186368,0.271081,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Traveling
788,WAC,Taï,North,Individual 45,13.04.99,0.73774,4,3,0.351915,0.187203,0.198622,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Resting
789,WAC,Taï,North,Individual 45,13.04.99,2.39675,11,10,0.37427,0.099579,0.339941,0.285001,0.202591,0.171687,0.247229,0.21976,0.16482,0.291876,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Resting
790,WAC,Taï,North,Individual 45,13.04.99,1.18063,6,5,0.271903,0.250437,0.271903,0.100175,0.286214,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Traveling
791,WAC,Taï,North,Individual 45,13.04.99,1.14712,6,5,0.280662,0.143929,0.289298,0.177033,0.256194,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Traveling
792,WAC,Taï,North,Individual 45,13.04.99,0.6277,4,3,0.218608,0.156924,0.252164,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
793,WAC,Taï,North,Individual 45,13.04.99,3.87984,16,15,0.228724,0.215062,0.258374,0.190604,0.216017,0.271081,0.228724,0.250552,0.228724,0.279552,0.292259,0.309201,0.317673,0.317673,0.275622,,,,,,,,,,,,With,Build-Up,after,1,0,NV,NV,Traveling
794,WAC,Taï,North,Individual 45,13.04.99,2.78195,10,9,0.171893,0.131181,0.162846,1.284672,0.199034,0.126658,0.321168,0.149275,0.235222,,,,,,,,,,,,,,,,,,With,Build-Up,after,1,0,NV,NV,Traveling
795,WAC,Taï,North,Individual 45,15.03.99,1.90916,3,2,0.331531,1.57763,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Traveling
796,WAC,Taï,North,Individual 45,15.03.99,0.3363,2,1,0.336301,,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
797,WAC,Taï,North,Individual 45,15.03.99,1.26983,6,5,0.23773,0.150756,0.284117,0.197142,0.400082,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Traveling
798,WAC,Taï,North,Individual 45,15.03.99,0.86423,4,3,0.27031,0.332847,0.261077,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Traveling
799,WAC,Taï,North,Individual 45,15.03.99,0.96079,5,4,0.271739,0.242624,0.194099,0.252329,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Traveling
800,WAC,Taï,North,Individual 45,22.02.99,2.33708,11,10,0.322716,0.043426,0.252658,0.217128,0.232919,0.244762,0.544793,0.10659,0.146068,0.226024,,,,,,,,,,,,,,,,,With,Build-Up,after,1,0,NV,NV,Traveling
801,WAC,Taï,North,Individual 45,22.02.99,3.64081,17,16,0.143245,0.149214,0.125339,0.232773,0.208899,0.161151,0.20293,0.190993,0.173088,0.692351,0.113402,0.20293,0.143245,0.113402,0.483452,0.304396,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Traveling
802,WAC,Taï,North,Individual 45,22.02.99,2.93961,11,10,0.140069,0.114115,0.333217,1.141154,0.136938,0.278442,0.11868,0.219102,0.205408,0.252488,,,,,,,,,,,,,,,,,With,Build-Up,Let-Down,1,3,NV,NV,Traveling
803,WAC,Taï,North,Individual 45,22.02.99,2.05864,10,9,0.136568,0.075871,0.060697,0.192207,0.738481,0.207382,0.166917,0.171975,0.308543,,,,,,,,,,,,,,,,,,With,Build-Up,after,1,0,NV,NV,Traveling
804,WAC,Taï,North,Individual 45,22.02.99,0.27131,3,2,0.152051,0.119256,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
805,WAC,Taï,North,Individual 45,22.02.99,0.88547,6,5,0.103976,0.10733,0.251555,0.21466,0.207952,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,Traveling
806,WAC,Taï,North,Individual 45,22.02.99,2.51893,5,4,0.354066,0.455228,1.568007,0.141626,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,after,1,0,NV,NV,Traveling
807,WAC,Taï,North,Individual 45,22.02.99,2.17736,9,8,0.141233,0.11539,0.11539,0.175594,0.953223,0.301018,0.095322,0.280193,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Traveling
808,WAC,Taï,North,Individual 45,22.02.99,3.44789,16,15,0.191549,0.112676,0.202817,0.23662,0.4,0.073239,0.35493,0.242254,0.304225,0.270423,0.208451,0.191549,0.107042,0.214085,0.338028,,,,,,,,,,,,With,Build-Up,after,1,0,NV,NV,Traveling
809,WAC,Taï,North,Individual 45,22.02.99,0.90544,4,3,0.183376,0.074761,0.647302,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Resting
810,WAC,Taï,North,Individual 45,22.02.99,1.60954,8,7,0.211782,0.118598,0.177897,0.415092,0.127069,0.262609,0.296494,,,,,,,,,,,,,,,,,,,,With,Build-Up,After Climax,1,3,NV,NV,Traveling
811,WAC,Taï,North,Individual 45,23.02.99,0.81916,4,3,0.136527,0.341318,0.341318,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Traveling
812,WAC,Taï,North,Individual 45,27.03.99,5.26452,9,8,0.470613,0.547795,0.597595,0.626051,0.583366,1.287674,0.50511,0.64632,,,,,,,,,,,,,,,,,,,With,Build-Up,Let-Down,1,3,NV,NV,Traveling
813,WAC,Taï,North,Individual 45,27.03.99,0.57374,4,3,0.211348,0.174812,0.187583,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
814,WAC,Taï,North,Individual 45,27.03.99,1.48708,5,4,0.310887,0.632138,0.409335,0.134718,,,,,,,,,,,,,,,,,,,,,,,Unk,Unk,Unk,0,0,NV,NV,Traveling
815,WAC,Taï,North,Individual 45,27.03.99,2.63662,8,7,0.338028,0.682541,0.371831,0.264789,0.315493,0.366197,0.297741,,,,,,,,,,,,,,,,,,,,With,Build-Up,after,1,0,NV,NV,Traveling
816,WAC,Taï,North,Individual 45,30.03.99,1.3758,5,4,0.096474,0.188753,0.692094,0.398479,,,,,,,,,,,,,,,,,,,,,,,With,Roar,Climax,1,2,NV,NV,Traveling
817,WAC,Taï,North,Individual 45,30.03.99,1.13472,4,3,0.247207,0.744074,0.143436,,,,,,,,,,,,,,,,,,,,,,,,Unk,Unk,Unk,0,0,NV,NV,Traveling
818,WAC,Taï,North,Individual 45,07.03.99,1.64803,7,6,0.20512,0.608286,0.261705,0.176827,0.20512,0.190974,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Unk,1,0,NV,NV,Traveling
819,WAC,Taï,North,Individual 45,07.03.99,1.71361,11,10,0.238451,0.173786,0.181869,0.145495,0.169744,0.117205,0.169744,0.169744,0.161661,0.185911,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Traveling
820,WAC,Taï,North,Individual 45,15.03.99,0.8292,3,2,0.456818,0.372379,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,NV,Traveling
825,WAC,Taï,East,Individual 01,13.10.13,0.49244,4,3,0.106272,0.234996,0.151176,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
826,WAC,Taï,East,Individual 01,13.10.13,0.85814,5,4,0.248912,0.160139,0.184508,0.264578,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
827,WAC,Taï,East,Individual 03,24.10.13,0.56947,6,5,0.108127,0.067904,0.141799,0.101856,0.149788,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Resting
828,WAC,Taï,East,Individual 03,24.10.13,0.33151,3,2,0.182481,0.149026,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Resting
829,WAC,Taï,East,Individual 03,24.10.13,0.8362,8,7,0.105908,0.067971,0.154911,0.137523,0.142265,0.105908,0.121715,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
830,WAC,Taï,East,Individual 01,25.10.13,0.38019,4,3,0.054313,0.101384,0.224494,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
831,WAC,Taï,East,Individual 08,25.10.13,0.66954,5,4,0.282032,0.068788,0.220122,0.098596,,,,,,,,,,,,,,,,,,,,,,,With,Climax,after,2,0,NV,NV,Resting
832,WAC,Taï,East,Individual 08,26.10.13,1.14415,8,7,0.154724,0.209692,0.089577,0.242266,0.085506,0.236158,0.126222,,,,,,,,,,,,,,,,,,,,With,Climax,after,2,0,NV,NV,Traveling
833,WAC,Taï,East,Individual 01,28.10.13,0.60001,5,4,0.179225,0.128574,0.101301,0.190914,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
834,WAC,Taï,East,Individual 01,28.10.13,1.68049,8,7,0.262731,0.218117,0.094187,0.470934,0.218117,0.237945,0.178459,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Traveling
835,WAC,Taï,East,Individual 01,28.10.13,1.66665,8,7,0.208331,0.149999,0.319442,0.361108,0.166665,0.177776,0.283331,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Resting
837,WAC,Taï,East,Individual 08,07.11.13,3.37229,16,15,0.096981,0.185145,0.163104,0.160769,0.102534,0.208604,0.116677,0.233354,0.113141,0.342959,0.123748,0.254568,0.737309,0.202778,0.330616,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Resting
838,WAC,Taï,East,Individual 08,07.11.13,0.26524,3,2,0.151408,0.113833,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Traveling
839,WAC,Taï,East,Individual 01,07.11.13,1.64775,6,5,0.333056,0.283974,0.399668,0.396162,0.234892,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Traveling
840,WAC,Taï,East,Individual 01,07.11.13,3.34547,8,7,0.377841,0.291253,1.452327,0.299124,0.389649,0.322739,0.212536,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
841,WAC,Taï,East,Individual 08,07.11.13,4.13883,21,20,0.169857,0.055001,0.146214,0.125433,0.201215,0.135885,0.209054,0.125433,0.216894,0.11498,0.146338,0.141112,0.224733,0.141112,1.038127,0.250989,0.14461,0.186164,0.227719,0.137961,,,,,,,With,after,after,0,0,NV,NV,Traveling
844,WAC,Taï,East,Individual 01,12.11.13,1.94706,9,8,0.188955,0.142401,0.232771,0.191694,0.377911,0.287541,0.158832,0.366957,,,,,,,,,,,,,,,,,,,With,Build-Up,after,1,0,NV,NV,Resting
845,WAC,Taï,East,Individual 01,12.11.13,2.02626,10,9,0.32163,0.24006,0.084977,0.237935,0.244309,0.223064,0.208193,0.231562,0.234528,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
847,WAC,Taï,East,Individual 04,14.11.13,0.61621,5,4,0.114979,0.301819,0.025152,0.174264,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Traveling
848,WAC,Taï,East,Individual 06,15.11.13,0.37411,4,3,0.186321,0.042546,0.145242,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
849,WAC,Taï,East,Individual 03,18.11.13,1.32227,9,8,0.193992,0.060204,0.115949,0.372375,0.026758,0.245277,0.225209,0.082502,,,,,,,,,,,,,,,,,,,With,after,after,0,0,NV,NV,Traveling
850,WAC,Taï,East,Individual 03,18.11.13,0.30899,3,2,0.177775,0.131215,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
851,WAC,Taï,East,Individual 01,18.11.13,1.84995,5,4,0.638888,0.211017,0.286876,0.713169,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Resting
852,WAC,Taï,East,Individual 01,19.11.13,2.19521,7,6,0.301912,0.214443,0.843662,0.411955,0.186226,0.237015,,,,,,,,,,,,,,,,,,,,,With,Build-Up,after,1,0,NV,NV,Traveling
855,WAC,Taï,East,Individual 03,19.11.13,1.70764,9,8,0.248818,0.068169,0.08862,0.879385,0.11248,0.102254,0.115888,0.092029,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
856,WAC,Taï,East,Individual 06,27.11.13,1.02559,7,6,0.104193,0.098064,0.157311,0.118494,0.296235,0.251289,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Traveling
859,WAC,Taï,East,Individual 01,28.11.13,1.4874,9,8,0.215103,0.094898,0.057361,0.259293,0.312755,0.16306,0.267312,0.117617,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Resting
860,WAC,Taï,East,Individual 03,05.11.13,1.10737,5,4,0.274153,0.19352,0.155891,0.4838,,,,,,,,,,,,,,,,,,,,,,,With,after,after,0,0,NV,NV,Traveling
861,WAC,Taï,East,Individual 08,07.11.13,4.62335,22,21,0.095323,0.185629,0.180612,0.205697,0.185629,0.110374,0.040136,0.15051,0.15051,0.290985,0.220747,0.145493,0.185629,0.155527,0.381291,0.341155,0.245832,0.708823,0.289455,0.230781,0.123214,,,,,,With,Climax,after,2,0,NV,NV,Traveling
862,WAC,Taï,East,Individual 03,13.01.14,1.53089,13,12,0.125277,0.125277,0.130288,0.120266,0.102727,0.055122,0.092705,0.150333,0.092705,0.192927,0.057627,0.285632,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,Traveling
865,WAC,Taï,East,Individual 03,19.02.14,0.98599,10,9,0.167665,0.076911,0.061528,0.081525,0.147668,0.121519,0.081525,0.127672,0.11998,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
866,WAC,Taï,East,Individual 06,20.02.14,0.42159,3,2,0.205237,0.216354,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
870,WAC,Taï,East,Individual 08,02.04.14,1.31354,10,9,0.070259,0.140518,0.076369,0.189394,0.134409,0.204668,0.12219,0.216887,0.158847,,,,,,,,,,,,,,,,,,With,after,after,0,0,NV,NV,Traveling
871,WAC,Taï,East,Individual 08,02.04.14,1.16453,11,10,0.128684,0.050059,0.081804,0.062268,0.097676,0.194131,0.199015,0.148956,0.072036,0.129905,,,,,,,,,,,,,,,,,With,Build-Up,after,1,0,NV,NV,Traveling
872,WAC,Taï,East,Individual 08,02.04.14,2.67403,12,11,0.169533,0.121095,0.141277,0.145314,0.131859,0.766631,0.270588,0.618487,0.08868,0.115966,0.104597,,,,,,,,,,,,,,,,With,after,after,0,0,NV,NV,Traveling
874,WAC,Taï,East,Individual 03,02.04.14,0.55955,5,4,0.195057,0.101661,0.143813,0.119018,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,Traveling
