Drumming_bout,Subspecies,Population,Community,Individual,Date,Total_bout_duration,N_hits,With_Ph,Start_Ph,End_Ph,Start_Ph_N,End_Ph_N,Context_Before,Context_After,Context,Com_indiv,IBI_i,IBI,IBI_ms,Pop_com_code,Com_indiv_code
956,Western,Population F,Community XI,Individual 87,09.06.20,2.92481,13,Without,0,0,0,0,NV,NV,Traveling,TongbongbonMale 1D,1,0.05114,51.14,Population F (Community XI),Community XI (Individual 87)
956,Western,Population F,Community XI,Individual 87,09.06.20,2.92481,13,Without,0,0,0,0,NV,NV,Traveling,TongbongbonMale 1D,10,0.162688,162.688,Population F (Community XI),Community XI (Individual 87)
956,Western,Population F,Community XI,Individual 87,09.06.20,2.92481,13,Without,0,0,0,0,NV,NV,Traveling,TongbongbonMale 1D,7,0.265287,265.287,Population F (Community XI),Community XI (Individual 87)
956,Western,Population F,Community XI,Individual 87,09.06.20,2.92481,13,Without,0,0,0,0,NV,NV,Traveling,TongbongbonMale 1D,5,0.137438,137.43800000000002,Population F (Community XI),Community XI (Individual 87)
956,Western,Population F,Community XI,Individual 87,09.06.20,2.92481,13,Without,0,0,0,0,NV,NV,Traveling,TongbongbonMale 1D,3,0.105476,105.476,Population F (Community XI),Community XI (Individual 87)
956,Western,Population F,Community XI,Individual 87,09.06.20,2.92481,13,Without,0,0,0,0,NV,NV,Traveling,TongbongbonMale 1D,12,0.218071,218.071,Population F (Community XI),Community XI (Individual 87)
956,Western,Population F,Community XI,Individual 87,09.06.20,2.92481,13,Without,0,0,0,0,NV,NV,Traveling,TongbongbonMale 1D,2,0.140634,140.63400000000001,Population F (Community XI),Community XI (Individual 87)
956,Western,Population F,Community XI,Individual 87,09.06.20,2.92481,13,Without,0,0,0,0,NV,NV,Traveling,TongbongbonMale 1D,8,0.432328,432.328,Population F (Community XI),Community XI (Individual 87)
956,Western,Population F,Community XI,Individual 87,09.06.20,2.92481,13,Without,0,0,0,0,NV,NV,Traveling,TongbongbonMale 1D,11,0.096921,96.92099999999999,Population F (Community XI),Community XI (Individual 87)
956,Western,Population F,Community XI,Individual 87,09.06.20,2.92481,13,Without,0,0,0,0,NV,NV,Traveling,TongbongbonMale 1D,4,0.55934,559.3399999999999,Population F (Community XI),Community XI (Individual 87)
957,Western,Population F,Community XI,Individual 88,09.06.20,2.90835,14,With,Build-Up,after,1,0,NV,NV,Traveling,TongbongbonMale 1G,3,0.106897,106.897,Population F (Community XI),Community XI (Individual 88)
957,Western,Population F,Community XI,Individual 88,09.06.20,2.90835,14,With,Build-Up,after,1,0,NV,NV,Traveling,TongbongbonMale 1G,7,0.287517,287.517,Population F (Community XI),Community XI (Individual 88)
957,Western,Population F,Community XI,Individual 88,09.06.20,2.90835,14,With,Build-Up,after,1,0,NV,NV,Traveling,TongbongbonMale 1G,6,0.125328,125.32799999999999,Population F (Community XI),Community XI (Individual 88)
957,Western,Population F,Community XI,Individual 88,09.06.20,2.90835,14,With,Build-Up,after,1,0,NV,NV,Traveling,TongbongbonMale 1G,5,0.213795,213.79500000000002,Population F (Community XI),Community XI (Individual 88)
957,Western,Population F,Community XI,Individual 88,09.06.20,2.90835,14,With,Build-Up,after,1,0,NV,NV,Traveling,TongbongbonMale 1G,9,0.42759,427.59000000000003,Population F (Community XI),Community XI (Individual 88)
957,Western,Population F,Community XI,Individual 88,09.06.20,2.90835,14,With,Build-Up,after,1,0,NV,NV,Traveling,TongbongbonMale 1G,8,0.261714,261.714,Population F (Community XI),Community XI (Individual 88)
957,Western,Population F,Community XI,Individual 88,09.06.20,2.90835,14,With,Build-Up,after,1,0,NV,NV,Traveling,TongbongbonMale 1G,13,0.210109,210.10899999999998,Population F (Community XI),Community XI (Individual 88)
957,Western,Population F,Community XI,Individual 88,09.06.20,2.90835,14,With,Build-Up,after,1,0,NV,NV,Traveling,TongbongbonMale 1G,1,0.051606,51.606,Population F (Community XI),Community XI (Individual 88)
957,Western,Population F,Community XI,Individual 88,09.06.20,2.90835,14,With,Build-Up,after,1,0,NV,NV,Traveling,TongbongbonMale 1G,12,0.092153,92.153,Population F (Community XI),Community XI (Individual 88)
957,Western,Population F,Community XI,Individual 88,09.06.20,2.90835,14,With,Build-Up,after,1,0,NV,NV,Traveling,TongbongbonMale 1G,4,0.353867,353.86699999999996,Population F (Community XI),Community XI (Individual 88)
957,Western,Population F,Community XI,Individual 88,09.06.20,2.90835,14,With,Build-Up,after,1,0,NV,NV,Traveling,TongbongbonMale 1G,11,0.169561,169.56099999999998,Population F (Community XI),Community XI (Individual 88)
957,Western,Population F,Community XI,Individual 88,09.06.20,2.90835,14,With,Build-Up,after,1,0,NV,NV,Traveling,TongbongbonMale 1G,10,0.475509,475.509,Population F (Community XI),Community XI (Individual 88)
957,Western,Population F,Community XI,Individual 88,09.06.20,2.90835,14,With,Build-Up,after,1,0,NV,NV,Traveling,TongbongbonMale 1G,2,0.1327,132.70000000000002,Population F (Community XI),Community XI (Individual 88)
958,Western,Population F,Community XI,Individual 89,26.10.21,0.38863,3,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,TongbongbonMale 1C,1,0.184349,184.34900000000002,Population F (Community XI),Community XI (Individual 89)
958,Western,Population F,Community XI,Individual 89,26.10.21,0.38863,3,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,TongbongbonMale 1C,2,0.204279,204.279,Population F (Community XI),Community XI (Individual 89)
959,Western,Population F,Community XI,Individual 87,26.10.21,1.8949,11,With,Build-Up,Climax,1,2,NV,NV,Traveling,TongbongbonMale 1D,6,0.213811,213.811,Population F (Community XI),Community XI (Individual 87)
959,Western,Population F,Community XI,Individual 87,26.10.21,1.8949,11,With,Build-Up,Climax,1,2,NV,NV,Traveling,TongbongbonMale 1D,7,0.211138,211.138,Population F (Community XI),Community XI (Individual 87)
959,Western,Population F,Community XI,Individual 87,26.10.21,1.8949,11,With,Build-Up,Climax,1,2,NV,NV,Traveling,TongbongbonMale 1D,3,0.259246,259.246,Population F (Community XI),Community XI (Individual 87)
959,Western,Population F,Community XI,Individual 87,26.10.21,1.8949,11,With,Build-Up,Climax,1,2,NV,NV,Traveling,TongbongbonMale 1D,5,0.155013,155.013,Population F (Community XI),Community XI (Individual 87)
959,Western,Population F,Community XI,Individual 87,26.10.21,1.8949,11,With,Build-Up,Climax,1,2,NV,NV,Traveling,TongbongbonMale 1D,8,0.144323,144.323,Population F (Community XI),Community XI (Individual 87)
959,Western,Population F,Community XI,Individual 87,26.10.21,1.8949,11,With,Build-Up,Climax,1,2,NV,NV,Traveling,TongbongbonMale 1D,1,0.200448,200.44799999999998,Population F (Community XI),Community XI (Individual 87)
959,Western,Population F,Community XI,Individual 87,26.10.21,1.8949,11,With,Build-Up,Climax,1,2,NV,NV,Traveling,TongbongbonMale 1D,4,0.160358,160.358,Population F (Community XI),Community XI (Individual 87)
959,Western,Population F,Community XI,Individual 87,26.10.21,1.8949,11,With,Build-Up,Climax,1,2,NV,NV,Traveling,TongbongbonMale 1D,10,0.179067,179.067,Population F (Community XI),Community XI (Individual 87)
959,Western,Population F,Community XI,Individual 87,26.10.21,1.8949,11,With,Build-Up,Climax,1,2,NV,NV,Traveling,TongbongbonMale 1D,2,0.096215,96.21499999999999,Population F (Community XI),Community XI (Individual 87)
959,Western,Population F,Community XI,Individual 87,26.10.21,1.8949,11,With,Build-Up,Climax,1,2,NV,NV,Traveling,TongbongbonMale 1D,9,0.275282,275.28200000000004,Population F (Community XI),Community XI (Individual 87)
960,Western,Population F,Community XI,Individual 87,26.10.21,1.0973,7,With,Build-Up,Climax,1,2,NV,NV,Resting,TongbongbonMale 1D,4,0.157431,157.43099999999998,Population F (Community XI),Community XI (Individual 87)
960,Western,Population F,Community XI,Individual 87,26.10.21,1.0973,7,With,Build-Up,Climax,1,2,NV,NV,Resting,TongbongbonMale 1D,1,0.147985,147.985,Population F (Community XI),Community XI (Individual 87)
960,Western,Population F,Community XI,Individual 87,26.10.21,1.0973,7,With,Build-Up,Climax,1,2,NV,NV,Resting,TongbongbonMale 1D,3,0.244018,244.018,Population F (Community XI),Community XI (Individual 87)
960,Western,Population F,Community XI,Individual 87,26.10.21,1.0973,7,With,Build-Up,Climax,1,2,NV,NV,Resting,TongbongbonMale 1D,2,0.064547,64.547,Population F (Community XI),Community XI (Individual 87)
960,Western,Population F,Community XI,Individual 87,26.10.21,1.0973,7,With,Build-Up,Climax,1,2,NV,NV,Resting,TongbongbonMale 1D,5,0.132242,132.242,Population F (Community XI),Community XI (Individual 87)
960,Western,Population F,Community XI,Individual 87,26.10.21,1.0973,7,With,Build-Up,Climax,1,2,NV,NV,Resting,TongbongbonMale 1D,6,0.351071,351.071,Population F (Community XI),Community XI (Individual 87)
961,Western,Population F,Community XI,Individual 89,26.10.21,0.84731,6,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,TongbongbonMale 1C,2,0.189696,189.696,Population F (Community XI),Community XI (Individual 89)
961,Western,Population F,Community XI,Individual 89,26.10.21,0.84731,6,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,TongbongbonMale 1C,1,0.161242,161.242,Population F (Community XI),Community XI (Individual 89)
961,Western,Population F,Community XI,Individual 89,26.10.21,0.84731,6,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,TongbongbonMale 1C,5,0.164403,164.403,Population F (Community XI),Community XI (Individual 89)
961,Western,Population F,Community XI,Individual 89,26.10.21,0.84731,6,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,TongbongbonMale 1C,3,0.189696,189.696,Population F (Community XI),Community XI (Individual 89)
961,Western,Population F,Community XI,Individual 89,26.10.21,0.84731,6,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,TongbongbonMale 1C,4,0.142272,142.27200000000002,Population F (Community XI),Community XI (Individual 89)
962,Western,Population F,Community XI,Individual 85,26.10.21,0.89161,7,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,TongbongbonMale 1B,5,0.300659,300.659,Population F (Community XI),Community XI (Individual 85)
962,Western,Population F,Community XI,Individual 85,26.10.21,0.89161,7,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,TongbongbonMale 1B,6,0.051838,51.838,Population F (Community XI),Community XI (Individual 85)
962,Western,Population F,Community XI,Individual 85,26.10.21,0.89161,7,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,TongbongbonMale 1B,2,0.096764,96.764,Population F (Community XI),Community XI (Individual 85)
962,Western,Population F,Community XI,Individual 85,26.10.21,0.89161,7,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,TongbongbonMale 1B,3,0.276468,276.468,Population F (Community XI),Community XI (Individual 85)
962,Western,Population F,Community XI,Individual 85,26.10.21,0.89161,7,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,TongbongbonMale 1B,1,0.086396,86.396,Population F (Community XI),Community XI (Individual 85)
962,Western,Population F,Community XI,Individual 85,26.10.21,0.89161,7,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,TongbongbonMale 1B,4,0.079485,79.485,Population F (Community XI),Community XI (Individual 85)
963,Western,Population F,Community XI,Individual 84,26.10.21,1.02926,6,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,TongbongbonMale 1A,5,0.105647,105.647,Population F (Community XI),Community XI (Individual 84)
963,Western,Population F,Community XI,Individual 84,26.10.21,1.02926,6,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,TongbongbonMale 1A,1,0.155229,155.229,Population F (Community XI),Community XI (Individual 84)
963,Western,Population F,Community XI,Individual 84,26.10.21,1.02926,6,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,TongbongbonMale 1A,2,0.325255,325.255,Population F (Community XI),Community XI (Individual 84)
963,Western,Population F,Community XI,Individual 84,26.10.21,1.02926,6,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,TongbongbonMale 1A,3,0.102712,102.712,Population F (Community XI),Community XI (Individual 84)
963,Western,Population F,Community XI,Individual 84,26.10.21,1.02926,6,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,TongbongbonMale 1A,4,0.340418,340.418,Population F (Community XI),Community XI (Individual 84)
964,Western,Population F,Community XI,Individual 88,27.10.21,2.87614,9,With,Build-Up,Climax,1,2,NV,NV,Traveling,TongbongbonMale 1G,6,0.206438,206.43800000000002,Population F (Community XI),Community XI (Individual 88)
964,Western,Population F,Community XI,Individual 88,27.10.21,2.87614,9,With,Build-Up,Climax,1,2,NV,NV,Traveling,TongbongbonMale 1G,7,0.566831,566.831,Population F (Community XI),Community XI (Individual 88)
964,Western,Population F,Community XI,Individual 88,27.10.21,2.87614,9,With,Build-Up,Climax,1,2,NV,NV,Traveling,TongbongbonMale 1G,8,0.185445,185.445,Population F (Community XI),Community XI (Individual 88)
964,Western,Population F,Community XI,Individual 88,27.10.21,2.87614,9,With,Build-Up,Climax,1,2,NV,NV,Traveling,TongbongbonMale 1G,5,0.227432,227.432,Population F (Community XI),Community XI (Individual 88)
964,Western,Population F,Community XI,Individual 88,27.10.21,2.87614,9,With,Build-Up,Climax,1,2,NV,NV,Traveling,TongbongbonMale 1G,1,0.195941,195.941,Population F (Community XI),Community XI (Individual 88)
964,Western,Population F,Community XI,Individual 88,27.10.21,2.87614,9,With,Build-Up,Climax,1,2,NV,NV,Traveling,TongbongbonMale 1G,2,0.297411,297.411,Population F (Community XI),Community XI (Individual 88)
964,Western,Population F,Community XI,Individual 88,27.10.21,2.87614,9,With,Build-Up,Climax,1,2,NV,NV,Traveling,TongbongbonMale 1G,4,0.965711,965.711,Population F (Community XI),Community XI (Individual 88)
964,Western,Population F,Community XI,Individual 88,27.10.21,2.87614,9,With,Build-Up,Climax,1,2,NV,NV,Traveling,TongbongbonMale 1G,3,0.230931,230.93099999999998,Population F (Community XI),Community XI (Individual 88)
965,Western,Population F,Community XI,Individual 88,28.10.21,1.13455,12,With,Build-Up,Climax,1,2,NV,NV,Traveling,TongbongbonMale 1G,1,0.040404,40.404,Population F (Community XI),Community XI (Individual 88)
965,Western,Population F,Community XI,Individual 88,28.10.21,1.13455,12,With,Build-Up,Climax,1,2,NV,NV,Traveling,TongbongbonMale 1G,11,0.185859,185.859,Population F (Community XI),Community XI (Individual 88)
965,Western,Population F,Community XI,Individual 88,28.10.21,1.13455,12,With,Build-Up,Climax,1,2,NV,NV,Traveling,TongbongbonMale 1G,8,0.119596,119.59599999999999,Population F (Community XI),Community XI (Individual 88)
965,Western,Population F,Community XI,Individual 88,28.10.21,1.13455,12,With,Build-Up,Climax,1,2,NV,NV,Traveling,TongbongbonMale 1G,4,0.043637,43.637,Population F (Community XI),Community XI (Individual 88)
965,Western,Population F,Community XI,Individual 88,28.10.21,1.13455,12,With,Build-Up,Climax,1,2,NV,NV,Traveling,TongbongbonMale 1G,3,0.063031,63.031000000000006,Population F (Community XI),Community XI (Individual 88)
965,Western,Population F,Community XI,Individual 88,28.10.21,1.13455,12,With,Build-Up,Climax,1,2,NV,NV,Traveling,TongbongbonMale 1G,7,0.059798,59.797999999999995,Population F (Community XI),Community XI (Individual 88)
965,Western,Population F,Community XI,Individual 88,28.10.21,1.13455,12,With,Build-Up,Climax,1,2,NV,NV,Traveling,TongbongbonMale 1G,5,0.048485,48.485,Population F (Community XI),Community XI (Individual 88)
965,Western,Population F,Community XI,Individual 88,28.10.21,1.13455,12,With,Build-Up,Climax,1,2,NV,NV,Traveling,TongbongbonMale 1G,2,0.260203,260.20300000000003,Population F (Community XI),Community XI (Individual 88)
965,Western,Population F,Community XI,Individual 88,28.10.21,1.13455,12,With,Build-Up,Climax,1,2,NV,NV,Traveling,TongbongbonMale 1G,6,0.07596,75.96,Population F (Community XI),Community XI (Individual 88)
965,Western,Population F,Community XI,Individual 88,28.10.21,1.13455,12,With,Build-Up,Climax,1,2,NV,NV,Traveling,TongbongbonMale 1G,9,0.124445,124.445,Population F (Community XI),Community XI (Individual 88)
965,Western,Population F,Community XI,Individual 88,28.10.21,1.13455,12,With,Build-Up,Climax,1,2,NV,NV,Traveling,TongbongbonMale 1G,10,0.113132,113.13199999999999,Population F (Community XI),Community XI (Individual 88)
966,Western,Population F,Community XI,Individual 87,29.10.21,1.17316,7,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,TongbongbonMale 1D,1,0.082926,82.926,Population F (Community XI),Community XI (Individual 87)
966,Western,Population F,Community XI,Individual 87,29.10.21,1.17316,7,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,TongbongbonMale 1D,2,0.156097,156.097,Population F (Community XI),Community XI (Individual 87)
966,Western,Population F,Community XI,Individual 87,29.10.21,1.17316,7,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,TongbongbonMale 1D,3,0.175609,175.60899999999998,Population F (Community XI),Community XI (Individual 87)
966,Western,Population F,Community XI,Individual 87,29.10.21,1.17316,7,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,TongbongbonMale 1D,5,0.065853,65.853,Population F (Community XI),Community XI (Individual 87)
966,Western,Population F,Community XI,Individual 87,29.10.21,1.17316,7,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,TongbongbonMale 1D,6,0.256096,256.096,Population F (Community XI),Community XI (Individual 87)
966,Western,Population F,Community XI,Individual 87,29.10.21,1.17316,7,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,TongbongbonMale 1D,4,0.436582,436.58200000000005,Population F (Community XI),Community XI (Individual 87)
967,Western,Population F,Community XI,Individual 88,30.10.21,1.32435,5,With,after,after,0,0,NV,NV,Traveling,TongbongbonMale 1G,4,0.110593,110.593,Population F (Community XI),Community XI (Individual 88)
967,Western,Population F,Community XI,Individual 88,30.10.21,1.32435,5,With,after,after,0,0,NV,NV,Traveling,TongbongbonMale 1G,2,0.237774,237.774,Population F (Community XI),Community XI (Individual 88)
967,Western,Population F,Community XI,Individual 88,30.10.21,1.32435,5,With,after,after,0,0,NV,NV,Traveling,TongbongbonMale 1G,1,0.030413,30.413,Population F (Community XI),Community XI (Individual 88)
967,Western,Population F,Community XI,Individual 88,30.10.21,1.32435,5,With,after,after,0,0,NV,NV,Traveling,TongbongbonMale 1G,3,0.945567,945.567,Population F (Community XI),Community XI (Individual 88)
968,Western,Population F,Community XI,Individual 85,31.10.21,0.50917,5,With,Climax,Climax,2,2,NV,NV,Traveling,TongbongbonMale 1B,4,0.139313,139.313,Population F (Community XI),Community XI (Individual 85)
968,Western,Population F,Community XI,Individual 85,31.10.21,0.50917,5,With,Climax,Climax,2,2,NV,NV,Traveling,TongbongbonMale 1B,1,0.124519,124.519,Population F (Community XI),Community XI (Individual 85)
968,Western,Population F,Community XI,Individual 85,31.10.21,0.50917,5,With,Climax,Climax,2,2,NV,NV,Traveling,TongbongbonMale 1B,2,0.12945,129.45000000000002,Population F (Community XI),Community XI (Individual 85)
968,Western,Population F,Community XI,Individual 85,31.10.21,0.50917,5,With,Climax,Climax,2,2,NV,NV,Traveling,TongbongbonMale 1B,3,0.115889,115.88900000000001,Population F (Community XI),Community XI (Individual 85)
969,Western,Population F,Community XI,Individual 85,01.11.21,2.91734,18,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,TongbongbonMale 1B,5,0.064313,64.31299999999999,Population F (Community XI),Community XI (Individual 85)
969,Western,Population F,Community XI,Individual 85,01.11.21,2.91734,18,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,TongbongbonMale 1B,3,0.098362,98.36200000000001,Population F (Community XI),Community XI (Individual 85)
969,Western,Population F,Community XI,Individual 85,01.11.21,2.91734,18,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,TongbongbonMale 1B,14,0.210736,210.73600000000002,Population F (Community XI),Community XI (Individual 85)
969,Western,Population F,Community XI,Individual 85,01.11.21,2.91734,18,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,TongbongbonMale 1B,16,0.219898,219.898,Population F (Community XI),Community XI (Individual 85)
969,Western,Population F,Community XI,Individual 85,01.11.21,2.91734,18,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,TongbongbonMale 1B,9,0.143759,143.759,Population F (Community XI),Community XI (Individual 85)
969,Western,Population F,Community XI,Individual 85,01.11.21,2.91734,18,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,TongbongbonMale 1B,8,0.208073,208.073,Population F (Community XI),Community XI (Individual 85)
969,Western,Population F,Community XI,Individual 85,01.11.21,2.91734,18,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,TongbongbonMale 1B,4,0.204289,204.289,Population F (Community XI),Community XI (Individual 85)
969,Western,Population F,Community XI,Individual 85,01.11.21,2.91734,18,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,TongbongbonMale 1B,2,0.132731,132.731,Population F (Community XI),Community XI (Individual 85)
969,Western,Population F,Community XI,Individual 85,01.11.21,2.91734,18,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,TongbongbonMale 1B,6,0.276169,276.169,Population F (Community XI),Community XI (Individual 85)
969,Western,Population F,Community XI,Individual 85,01.11.21,2.91734,18,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,TongbongbonMale 1B,12,0.183747,183.74699999999999,Population F (Community XI),Community XI (Individual 85)
969,Western,Population F,Community XI,Individual 85,01.11.21,2.91734,18,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,TongbongbonMale 1B,15,0.083771,83.771,Population F (Community XI),Community XI (Individual 85)
969,Western,Population F,Community XI,Individual 85,01.11.21,2.91734,18,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,TongbongbonMale 1B,7,0.170241,170.241,Population F (Community XI),Community XI (Individual 85)
969,Western,Population F,Community XI,Individual 85,01.11.21,2.91734,18,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,TongbongbonMale 1B,10,0.57882,578.82,Population F (Community XI),Community XI (Individual 85)
969,Western,Population F,Community XI,Individual 85,01.11.21,2.91734,18,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,TongbongbonMale 1B,11,0.170241,170.241,Population F (Community XI),Community XI (Individual 85)
969,Western,Population F,Community XI,Individual 85,01.11.21,2.91734,18,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,TongbongbonMale 1B,1,0.041294,41.294,Population F (Community XI),Community XI (Individual 85)
969,Western,Population F,Community XI,Individual 85,01.11.21,2.91734,18,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,TongbongbonMale 1B,13,0.065446,65.446,Population F (Community XI),Community XI (Individual 85)
969,Western,Population F,Community XI,Individual 85,01.11.21,2.91734,18,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,TongbongbonMale 1B,17,0.065446,65.446,Population F (Community XI),Community XI (Individual 85)
970,Western,Population F,Community XI,Individual 88,02.11.21,0.80092,6,With,Build-Up,Climax,1,2,NV,NV,Traveling,TongbongbonMale 1G,3,0.130564,130.56400000000002,Population F (Community XI),Community XI (Individual 88)
970,Western,Population F,Community XI,Individual 88,02.11.21,0.80092,6,With,Build-Up,Climax,1,2,NV,NV,Traveling,TongbongbonMale 1G,1,0.179282,179.282,Population F (Community XI),Community XI (Individual 88)
970,Western,Population F,Community XI,Individual 88,02.11.21,0.80092,6,With,Build-Up,Climax,1,2,NV,NV,Traveling,TongbongbonMale 1G,2,0.208513,208.513,Population F (Community XI),Community XI (Individual 88)
970,Western,Population F,Community XI,Individual 88,02.11.21,0.80092,6,With,Build-Up,Climax,1,2,NV,NV,Traveling,TongbongbonMale 1G,5,0.153949,153.949,Population F (Community XI),Community XI (Individual 88)
970,Western,Population F,Community XI,Individual 88,02.11.21,0.80092,6,With,Build-Up,Climax,1,2,NV,NV,Traveling,TongbongbonMale 1G,4,0.128616,128.616,Population F (Community XI),Community XI (Individual 88)
971,Western,Population F,Community XI,Individual 87,03.11.21,2.3152,8,With,Climax,after,2,0,NV,NV,Traveling,TongbongbonMale 1D,7,0.07699,76.99000000000001,Population F (Community XI),Community XI (Individual 87)
971,Western,Population F,Community XI,Individual 87,03.11.21,2.3152,8,With,Climax,after,2,0,NV,NV,Traveling,TongbongbonMale 1D,4,0.087989,87.989,Population F (Community XI),Community XI (Individual 87)
971,Western,Population F,Community XI,Individual 87,03.11.21,2.3152,8,With,Climax,after,2,0,NV,NV,Traveling,TongbongbonMale 1D,1,0.126483,126.48300000000002,Population F (Community XI),Community XI (Individual 87)
971,Western,Population F,Community XI,Individual 87,03.11.21,2.3152,8,With,Climax,after,2,0,NV,NV,Traveling,TongbongbonMale 1D,2,1.726775,1726.7749999999999,Population F (Community XI),Community XI (Individual 87)
971,Western,Population F,Community XI,Individual 87,03.11.21,2.3152,8,With,Climax,after,2,0,NV,NV,Traveling,TongbongbonMale 1D,5,0.164978,164.978,Population F (Community XI),Community XI (Individual 87)
971,Western,Population F,Community XI,Individual 87,03.11.21,2.3152,8,With,Climax,after,2,0,NV,NV,Traveling,TongbongbonMale 1D,3,0.065991,65.991,Population F (Community XI),Community XI (Individual 87)
971,Western,Population F,Community XI,Individual 87,03.11.21,2.3152,8,With,Climax,after,2,0,NV,NV,Traveling,TongbongbonMale 1D,6,0.065991,65.991,Population F (Community XI),Community XI (Individual 87)
972,Western,Population F,Community XI,Individual 85,04.11.21,0.20003,3,Without,0,0,0,0,NV,NV,Traveling,TongbongbonMale 1B,1,0.122467,122.46700000000001,Population F (Community XI),Community XI (Individual 85)
972,Western,Population F,Community XI,Individual 85,04.11.21,0.20003,3,Without,0,0,0,0,NV,NV,Traveling,TongbongbonMale 1B,2,0.077562,77.56200000000001,Population F (Community XI),Community XI (Individual 85)
973,Western,Population F,Community XI,Individual 85,05.11.21,0.62176,4,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,TongbongbonMale 1B,3,0.176501,176.501,Population F (Community XI),Community XI (Individual 85)
973,Western,Population F,Community XI,Individual 85,05.11.21,0.62176,4,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,TongbongbonMale 1B,1,0.238677,238.677,Population F (Community XI),Community XI (Individual 85)
973,Western,Population F,Community XI,Individual 85,05.11.21,0.62176,4,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,TongbongbonMale 1B,2,0.206586,206.58599999999998,Population F (Community XI),Community XI (Individual 85)
974,Western,Population F,Community XI,Individual 85,26.10.21,0.74961,4,With,Build-Up,Climax,1,2,NV,NV,Unk,TongbongbonMale 1B,3,0.297859,297.859,Population F (Community XI),Community XI (Individual 85)
974,Western,Population F,Community XI,Individual 85,26.10.21,0.74961,4,With,Build-Up,Climax,1,2,NV,NV,Unk,TongbongbonMale 1B,2,0.32094,320.94,Population F (Community XI),Community XI (Individual 85)
974,Western,Population F,Community XI,Individual 85,26.10.21,0.74961,4,With,Build-Up,Climax,1,2,NV,NV,Unk,TongbongbonMale 1B,1,0.130811,130.811,Population F (Community XI),Community XI (Individual 85)
975,Western,Population F,Community XI,Individual 86,10.05.22,0.95307,5,Without,0,0,0,0,NV,NV,Traveling,TongbongbonMale 1E,2,0.240248,240.248,Population F (Community XI),Community XI (Individual 86)
975,Western,Population F,Community XI,Individual 86,10.05.22,0.95307,5,Without,0,0,0,0,NV,NV,Traveling,TongbongbonMale 1E,4,0.253448,253.448,Population F (Community XI),Community XI (Individual 86)
975,Western,Population F,Community XI,Individual 86,10.05.22,0.95307,5,Without,0,0,0,0,NV,NV,Traveling,TongbongbonMale 1E,3,0.290409,290.409,Population F (Community XI),Community XI (Individual 86)
975,Western,Population F,Community XI,Individual 86,10.05.22,0.95307,5,Without,0,0,0,0,NV,NV,Traveling,TongbongbonMale 1E,1,0.168965,168.965,Population F (Community XI),Community XI (Individual 86)
976,Western,Population F,Community XII,Individual 90,09.06.20,0.40251,4,With,Unk,Unk,0,0,NV,NV,Traveling,GahtoyMale 2C,2,0.076316,76.31599999999999,Population F (Community XII),Community XII (Individual 90)
