Drumming_bout,Subspecies,Population,Community,Individual,Date,Total_bout_duration,N_hits,With_Ph,Start_Ph,End_Ph,Start_Ph_N,End_Ph_N,Context_Before,Context_After,Context,Com_indiv,IBI_i,IBI,IBI_ms,Pop_com_code,Com_indiv_code
754,Western,Population E,Community VII,Individual 64,15.10.98,2.12822,12,With,Build-Up,after,1,0,NV,NV,Unk,MPER,3,0.218115,218.115,Population E (Community VII),Community VII (Individual 64)
755,Western,Population E,Community VII,Individual 64,22.02.99,1.20067,6,Without,0,0,0,0,NV,NV,Unk,MPER,1,0.059066,59.066,Population E (Community VII),Community VII (Individual 64)
755,Western,Population E,Community VII,Individual 64,22.02.99,1.20067,6,Without,0,0,0,0,NV,NV,Unk,MPER,2,0.175183,175.183,Population E (Community VII),Community VII (Individual 64)
755,Western,Population E,Community VII,Individual 64,22.02.99,1.20067,6,Without,0,0,0,0,NV,NV,Unk,MPER,3,0.280292,280.292,Population E (Community VII),Community VII (Individual 64)
755,Western,Population E,Community VII,Individual 64,22.02.99,1.20067,6,Without,0,0,0,0,NV,NV,Unk,MPER,4,0.370803,370.803,Population E (Community VII),Community VII (Individual 64)
755,Western,Population E,Community VII,Individual 64,22.02.99,1.20067,6,Without,0,0,0,0,NV,NV,Unk,MPER,5,0.315329,315.329,Population E (Community VII),Community VII (Individual 64)
756,Western,Population E,Community VII,Individual 64,23.10.98,0.66495,5,Without,0,0,0,0,NV,NV,Unk,MPER,1,0.035777,35.777,Population E (Community VII),Community VII (Individual 64)
756,Western,Population E,Community VII,Individual 64,23.10.98,0.66495,5,Without,0,0,0,0,NV,NV,Unk,MPER,4,0.233166,233.16600000000003,Population E (Community VII),Community VII (Individual 64)
756,Western,Population E,Community VII,Individual 64,23.10.98,0.66495,5,Without,0,0,0,0,NV,NV,Unk,MPER,3,0.27141,271.40999999999997,Population E (Community VII),Community VII (Individual 64)
756,Western,Population E,Community VII,Individual 64,23.10.98,0.66495,5,Without,0,0,0,0,NV,NV,Unk,MPER,2,0.124602,124.602,Population E (Community VII),Community VII (Individual 64)
757,Western,Population E,Community VII,Individual 65,30.04.00,0.85149,8,Unk,Unk,Unk,0,0,NV,NV,Resting,MURS,4,0.112553,112.553,Population E (Community VII),Community VII (Individual 65)
757,Western,Population E,Community VII,Individual 65,30.04.00,0.85149,8,Unk,Unk,Unk,0,0,NV,NV,Resting,MURS,7,0.127234,127.23400000000001,Population E (Community VII),Community VII (Individual 65)
757,Western,Population E,Community VII,Individual 65,30.04.00,0.85149,8,Unk,Unk,Unk,0,0,NV,NV,Resting,MURS,1,0.132127,132.12699999999998,Population E (Community VII),Community VII (Individual 65)
757,Western,Population E,Community VII,Individual 65,30.04.00,0.85149,8,Unk,Unk,Unk,0,0,NV,NV,Resting,MURS,5,0.12234,122.34,Population E (Community VII),Community VII (Individual 65)
757,Western,Population E,Community VII,Individual 65,30.04.00,0.85149,8,Unk,Unk,Unk,0,0,NV,NV,Resting,MURS,6,0.107659,107.659,Population E (Community VII),Community VII (Individual 65)
757,Western,Population E,Community VII,Individual 65,30.04.00,0.85149,8,Unk,Unk,Unk,0,0,NV,NV,Resting,MURS,2,0.117446,117.446,Population E (Community VII),Community VII (Individual 65)
757,Western,Population E,Community VII,Individual 65,30.04.00,0.85149,8,Unk,Unk,Unk,0,0,NV,NV,Resting,MURS,3,0.132127,132.12699999999998,Population E (Community VII),Community VII (Individual 65)
758,Western,Population E,Community VIII,Individual 66,10.02.99,0.63027,5,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,NMAC,1,0.105562,105.562,Population E (Community VIII),Community VIII (Individual 66)
758,Western,Population E,Community VIII,Individual 66,10.02.99,0.63027,5,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,NMAC,3,0.161448,161.448,Population E (Community VIII),Community VIII (Individual 66)
758,Western,Population E,Community VIII,Individual 66,10.02.99,0.63027,5,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,NMAC,4,0.18939,189.39000000000001,Population E (Community VIII),Community VIII (Individual 66)
758,Western,Population E,Community VIII,Individual 66,10.02.99,0.63027,5,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,NMAC,2,0.173867,173.867,Population E (Community VIII),Community VIII (Individual 66)
759,Western,Population E,Community VIII,Individual 66,13.04.99,1.51074,4,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,NMAC,3,0.30127,301.27,Population E (Community VIII),Community VIII (Individual 66)
759,Western,Population E,Community VIII,Individual 66,13.04.99,1.51074,4,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,NMAC,2,0.899997,899.9970000000001,Population E (Community VIII),Community VIII (Individual 66)
759,Western,Population E,Community VIII,Individual 66,13.04.99,1.51074,4,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,NMAC,1,0.309473,309.473,Population E (Community VIII),Community VIII (Individual 66)
760,Western,Population E,Community VIII,Individual 66,13.04.99,0.86248,4,Unk,Unk,Unk,0,0,NV,NV,Traveling,NMAC,3,0.376442,376.442,Population E (Community VIII),Community VIII (Individual 66)
760,Western,Population E,Community VIII,Individual 66,13.04.99,0.86248,4,Unk,Unk,Unk,0,0,NV,NV,Traveling,NMAC,2,0.185838,185.838,Population E (Community VIII),Community VIII (Individual 66)
760,Western,Population E,Community VIII,Individual 66,13.04.99,0.86248,4,Unk,Unk,Unk,0,0,NV,NV,Traveling,NMAC,1,0.300201,300.201,Population E (Community VIII),Community VIII (Individual 66)
761,Western,Population E,Community VIII,Individual 66,06.03.99,0.72557,3,Without,0,0,0,0,NV,NV,Traveling,NMAC,2,0.209393,209.393,Population E (Community VIII),Community VIII (Individual 66)
761,Western,Population E,Community VIII,Individual 66,06.03.99,0.72557,3,Without,0,0,0,0,NV,NV,Traveling,NMAC,1,0.516178,516.178,Population E (Community VIII),Community VIII (Individual 66)
762,Western,Population E,Community VIII,Individual 67,13.04.99,4.70755,19,With,Build-Up,after,1,0,NV,NV,Traveling,NMAR,18,0.239333,239.333,Population E (Community VIII),Community VIII (Individual 67)
762,Western,Population E,Community VIII,Individual 67,13.04.99,4.70755,19,With,Build-Up,after,1,0,NV,NV,Traveling,NMAR,13,0.235756,235.756,Population E (Community VIII),Community VIII (Individual 67)
762,Western,Population E,Community VIII,Individual 67,13.04.99,4.70755,19,With,Build-Up,after,1,0,NV,NV,Traveling,NMAR,3,0.679203,679.203,Population E (Community VIII),Community VIII (Individual 67)
762,Western,Population E,Community VIII,Individual 67,13.04.99,4.70755,19,With,Build-Up,after,1,0,NV,NV,Traveling,NMAR,12,0.230143,230.14299999999997,Population E (Community VIII),Community VIII (Individual 67)
762,Western,Population E,Community VIII,Individual 67,13.04.99,4.70755,19,With,Build-Up,after,1,0,NV,NV,Traveling,NMAR,4,0.235756,235.756,Population E (Community VIII),Community VIII (Individual 67)
762,Western,Population E,Community VIII,Individual 67,13.04.99,4.70755,19,With,Build-Up,after,1,0,NV,NV,Traveling,NMAR,5,0.185237,185.23700000000002,Population E (Community VIII),Community VIII (Individual 67)
762,Western,Population E,Community VIII,Individual 67,13.04.99,4.70755,19,With,Build-Up,after,1,0,NV,NV,Traveling,NMAR,9,0.196464,196.464,Population E (Community VIII),Community VIII (Individual 67)
762,Western,Population E,Community VIII,Individual 67,13.04.99,4.70755,19,With,Build-Up,after,1,0,NV,NV,Traveling,NMAR,14,0.22453,224.53,Population E (Community VIII),Community VIII (Individual 67)
762,Western,Population E,Community VIII,Individual 67,13.04.99,4.70755,19,With,Build-Up,after,1,0,NV,NV,Traveling,NMAR,8,0.22453,224.53,Population E (Community VIII),Community VIII (Individual 67)
762,Western,Population E,Community VIII,Individual 67,13.04.99,4.70755,19,With,Build-Up,after,1,0,NV,NV,Traveling,NMAR,15,0.213303,213.303,Population E (Community VIII),Community VIII (Individual 67)
762,Western,Population E,Community VIII,Individual 67,13.04.99,4.70755,19,With,Build-Up,after,1,0,NV,NV,Traveling,NMAR,17,0.275049,275.049,Population E (Community VIII),Community VIII (Individual 67)
762,Western,Population E,Community VIII,Individual 67,13.04.99,4.70755,19,With,Build-Up,after,1,0,NV,NV,Traveling,NMAR,6,0.235756,235.756,Population E (Community VIII),Community VIII (Individual 67)
762,Western,Population E,Community VIII,Individual 67,13.04.99,4.70755,19,With,Build-Up,after,1,0,NV,NV,Traveling,NMAR,16,0.297502,297.502,Population E (Community VIII),Community VIII (Individual 67)
762,Western,Population E,Community VIII,Individual 67,13.04.99,4.70755,19,With,Build-Up,after,1,0,NV,NV,Traveling,NMAR,10,0.297502,297.502,Population E (Community VIII),Community VIII (Individual 67)
762,Western,Population E,Community VIII,Individual 67,13.04.99,4.70755,19,With,Build-Up,after,1,0,NV,NV,Traveling,NMAR,11,0.258209,258.209,Population E (Community VIII),Community VIII (Individual 67)
762,Western,Population E,Community VIII,Individual 67,13.04.99,4.70755,19,With,Build-Up,after,1,0,NV,NV,Traveling,NMAR,2,0.291889,291.889,Population E (Community VIII),Community VIII (Individual 67)
762,Western,Population E,Community VIII,Individual 67,13.04.99,4.70755,19,With,Build-Up,after,1,0,NV,NV,Traveling,NMAR,7,0.275049,275.049,Population E (Community VIII),Community VIII (Individual 67)
762,Western,Population E,Community VIII,Individual 67,13.04.99,4.70755,19,With,Build-Up,after,1,0,NV,NV,Traveling,NMAR,1,0.112342,112.342,Population E (Community VIII),Community VIII (Individual 67)
763,Western,Population E,Community VIII,Individual 67,01.04.99,2.51589,10,Unk,Unk,Unk,0,0,NV,NV,Traveling,NMAR,6,0.550752,550.7520000000001,Population E (Community VIII),Community VIII (Individual 67)
763,Western,Population E,Community VIII,Individual 67,01.04.99,2.51589,10,Unk,Unk,Unk,0,0,NV,NV,Traveling,NMAR,3,0.313623,313.623,Population E (Community VIII),Community VIII (Individual 67)
763,Western,Population E,Community VIII,Individual 67,01.04.99,2.51589,10,Unk,Unk,Unk,0,0,NV,NV,Traveling,NMAR,5,0.130039,130.039,Population E (Community VIII),Community VIII (Individual 67)
763,Western,Population E,Community VIII,Individual 67,01.04.99,2.51589,10,Unk,Unk,Unk,0,0,NV,NV,Traveling,NMAR,1,0.079582,79.582,Population E (Community VIII),Community VIII (Individual 67)
763,Western,Population E,Community VIII,Individual 67,01.04.99,2.51589,10,Unk,Unk,Unk,0,0,NV,NV,Traveling,NMAR,7,0.068844,68.84400000000001,Population E (Community VIII),Community VIII (Individual 67)
763,Western,Population E,Community VIII,Individual 67,01.04.99,2.51589,10,Unk,Unk,Unk,0,0,NV,NV,Traveling,NMAR,4,0.478083,478.08299999999997,Population E (Community VIII),Community VIII (Individual 67)
763,Western,Population E,Community VIII,Individual 67,01.04.99,2.51589,10,Unk,Unk,Unk,0,0,NV,NV,Traveling,NMAR,9,0.283025,283.02500000000003,Population E (Community VIII),Community VIII (Individual 67)
763,Western,Population E,Community VIII,Individual 67,01.04.99,2.51589,10,Unk,Unk,Unk,0,0,NV,NV,Traveling,NMAR,2,0.436012,436.012,Population E (Community VIII),Community VIII (Individual 67)
763,Western,Population E,Community VIII,Individual 67,01.04.99,2.51589,10,Unk,Unk,Unk,0,0,NV,NV,Traveling,NMAR,8,0.175935,175.935,Population E (Community VIII),Community VIII (Individual 67)
764,Western,Population E,Community VIII,Individual 67,23.09.99,3.58297,17,With,Build-Up,after,1,0,NV,NV,Traveling,NMAR,7,0.252497,252.497,Population E (Community VIII),Community VIII (Individual 67)
764,Western,Population E,Community VIII,Individual 67,23.09.99,3.58297,17,With,Build-Up,after,1,0,NV,NV,Traveling,NMAR,2,0.177815,177.815,Population E (Community VIII),Community VIII (Individual 67)
764,Western,Population E,Community VIII,Individual 67,23.09.99,3.58297,17,With,Build-Up,after,1,0,NV,NV,Traveling,NMAR,15,0.224047,224.047,Population E (Community VIII),Community VIII (Individual 67)
764,Western,Population E,Community VIII,Individual 67,23.09.99,3.58297,17,With,Build-Up,after,1,0,NV,NV,Traveling,NMAR,4,0.167146,167.146,Population E (Community VIII),Community VIII (Individual 67)
764,Western,Population E,Community VIII,Individual 67,23.09.99,3.58297,17,With,Build-Up,after,1,0,NV,NV,Traveling,NMAR,3,0.177815,177.815,Population E (Community VIII),Community VIII (Individual 67)
764,Western,Population E,Community VIII,Individual 67,23.09.99,3.58297,17,With,Build-Up,after,1,0,NV,NV,Traveling,NMAR,16,0.22991,229.91,Population E (Community VIII),Community VIII (Individual 67)
764,Western,Population E,Community VIII,Individual 67,23.09.99,3.58297,17,With,Build-Up,after,1,0,NV,NV,Traveling,NMAR,8,0.22049,220.48999999999998,Population E (Community VIII),Community VIII (Individual 67)
764,Western,Population E,Community VIII,Individual 67,23.09.99,3.58297,17,With,Build-Up,after,1,0,NV,NV,Traveling,NMAR,9,0.227603,227.603,Population E (Community VIII),Community VIII (Individual 67)
764,Western,Population E,Community VIII,Individual 67,23.09.99,3.58297,17,With,Build-Up,after,1,0,NV,NV,Traveling,NMAR,1,0.19204,192.04,Population E (Community VIII),Community VIII (Individual 67)
764,Western,Population E,Community VIII,Individual 67,23.09.99,3.58297,17,With,Build-Up,after,1,0,NV,NV,Traveling,NMAR,11,0.269749,269.749,Population E (Community VIII),Community VIII (Individual 67)
764,Western,Population E,Community VIII,Individual 67,23.09.99,3.58297,17,With,Build-Up,after,1,0,NV,NV,Traveling,NMAR,12,0.234716,234.716,Population E (Community VIII),Community VIII (Individual 67)
764,Western,Population E,Community VIII,Individual 67,23.09.99,3.58297,17,With,Build-Up,after,1,0,NV,NV,Traveling,NMAR,10,0.270279,270.279,Population E (Community VIII),Community VIII (Individual 67)
764,Western,Population E,Community VIII,Individual 67,23.09.99,3.58297,17,With,Build-Up,after,1,0,NV,NV,Traveling,NMAR,6,0.25961,259.61,Population E (Community VIII),Community VIII (Individual 67)
764,Western,Population E,Community VIII,Individual 67,23.09.99,3.58297,17,With,Build-Up,after,1,0,NV,NV,Traveling,NMAR,14,0.22049,220.48999999999998,Population E (Community VIII),Community VIII (Individual 67)
764,Western,Population E,Community VIII,Individual 67,23.09.99,3.58297,17,With,Build-Up,after,1,0,NV,NV,Traveling,NMAR,5,0.22049,220.48999999999998,Population E (Community VIII),Community VIII (Individual 67)
764,Western,Population E,Community VIII,Individual 67,23.09.99,3.58297,17,With,Build-Up,after,1,0,NV,NV,Traveling,NMAR,13,0.238272,238.27200000000002,Population E (Community VIII),Community VIII (Individual 67)
765,Western,Population E,Community VIII,Individual 67,02.04.99,0.55933,4,With,Build-Up,Climax,1,2,NV,NV,Traveling,NMAR,1,0.246762,246.762,Population E (Community VIII),Community VIII (Individual 67)
765,Western,Population E,Community VIII,Individual 67,02.04.99,0.55933,4,With,Build-Up,Climax,1,2,NV,NV,Traveling,NMAR,3,0.133251,133.251,Population E (Community VIII),Community VIII (Individual 67)
765,Western,Population E,Community VIII,Individual 67,02.04.99,0.55933,4,With,Build-Up,Climax,1,2,NV,NV,Traveling,NMAR,2,0.179313,179.313,Population E (Community VIII),Community VIII (Individual 67)
766,Western,Population E,Community VIII,Individual 67,02.04.99,0.67698,3,With,Build-Up,Climax,1,2,NV,NV,Resting,NMAR,2,0.352031,352.031,Population E (Community VIII),Community VIII (Individual 67)
766,Western,Population E,Community VIII,Individual 67,02.04.99,0.67698,3,With,Build-Up,Climax,1,2,NV,NV,Resting,NMAR,1,0.324951,324.95099999999996,Population E (Community VIII),Community VIII (Individual 67)
767,Western,Population E,Community VIII,Individual 67,27.03.99,3.64428,9,With,Build-Up,after,1,0,NV,NV,Traveling,NMAR,4,0.557703,557.703,Population E (Community VIII),Community VIII (Individual 67)
767,Western,Population E,Community VIII,Individual 67,27.03.99,3.64428,9,With,Build-Up,after,1,0,NV,NV,Traveling,NMAR,1,0.121052,121.052,Population E (Community VIII),Community VIII (Individual 67)
767,Western,Population E,Community VIII,Individual 67,27.03.99,3.64428,9,With,Build-Up,after,1,0,NV,NV,Traveling,NMAR,8,0.432328,432.328,Population E (Community VIII),Community VIII (Individual 67)
767,Western,Population E,Community VIII,Individual 67,27.03.99,3.64428,9,With,Build-Up,after,1,0,NV,NV,Traveling,NMAR,6,0.432328,432.328,Population E (Community VIII),Community VIII (Individual 67)
767,Western,Population E,Community VIII,Individual 67,27.03.99,3.64428,9,With,Build-Up,after,1,0,NV,NV,Traveling,NMAR,2,0.400637,400.637,Population E (Community VIII),Community VIII (Individual 67)
767,Western,Population E,Community VIII,Individual 67,27.03.99,3.64428,9,With,Build-Up,after,1,0,NV,NV,Traveling,NMAR,5,0.489717,489.71700000000004,Population E (Community VIII),Community VIII (Individual 67)
767,Western,Population E,Community VIII,Individual 67,27.03.99,3.64428,9,With,Build-Up,after,1,0,NV,NV,Traveling,NMAR,7,0.384772,384.772,Population E (Community VIII),Community VIII (Individual 67)
767,Western,Population E,Community VIII,Individual 67,27.03.99,3.64428,9,With,Build-Up,after,1,0,NV,NV,Traveling,NMAR,3,0.825747,825.747,Population E (Community VIII),Community VIII (Individual 67)
768,Western,Population E,Community VIII,Individual 67,27.03.99,0.56641,4,With,Roar,Roar,1,1,NV,NV,Traveling,NMAR,3,0.187382,187.382,Population E (Community VIII),Community VIII (Individual 67)
768,Western,Population E,Community VIII,Individual 67,27.03.99,0.56641,4,With,Roar,Roar,1,1,NV,NV,Traveling,NMAR,1,0.208676,208.676,Population E (Community VIII),Community VIII (Individual 67)
768,Western,Population E,Community VIII,Individual 67,27.03.99,0.56641,4,With,Roar,Roar,1,1,NV,NV,Traveling,NMAR,2,0.170347,170.347,Population E (Community VIII),Community VIII (Individual 67)
769,Western,Population E,Community VIII,Individual 67,27.03.99,0.47443,2,With,Roar,Roar,1,1,NV,NV,Traveling,NMAR,1,0.474432,474.432,Population E (Community VIII),Community VIII (Individual 67)
