Population,Community,Individual,Pop_com_code,Com_indiv_code,Drumming_bout,Ratio_i,Ratio,Subspecies,Days_before_2024
Population E,Community VII,Individual 62,Population E (Community VII),Community VII (Individual 62),695,4,0.5,Western,8811.0
Population E,Community VII,Individual 62,Population E (Community VII),Community VII (Individual 62),695,5,0.7567580664701369,Western,8811.0
Population E,Community VII,Individual 62,Population E (Community VII),Community VII (Individual 62),695,6,0.2093013558685968,Western,8811.0
Population E,Community VII,Individual 62,Population E (Community VII),Community VII (Individual 62),695,7,0.17346916994721645,Western,8811.0
Population E,Community VII,Individual 62,Population E (Community VII),Community VII (Individual 62),695,8,0.6612242607866241,Western,8811.0
Population E,Community VII,Individual 62,Population E (Community VII),Community VII (Individual 62),695,9,0.8469398645496321,Western,8811.0
Population E,Community VII,Individual 62,Population E (Community VII),Community VII (Individual 62),695,10,0.31914825976932565,Western,8811.0
Population E,Community VII,Individual 62,Population E (Community VII),Community VII (Individual 62),696,1,0.11677300190641896,Western,8811.0
Population E,Community VII,Individual 62,Population E (Community VII),Community VII (Individual 62),696,2,0.7819549989143975,Western,8811.0
Population E,Community VII,Individual 62,Population E (Community VII),Community VII (Individual 62),696,3,0.7532479324161617,Western,8811.0
Population E,Community VII,Individual 62,Population E (Community VII),Community VII (Individual 62),696,4,0.11014428397228507,Western,8811.0
Population E,Community VII,Individual 62,Population E (Community VII),Community VII (Individual 62),698,1,0.5999993351329069,Western,8811.0
Population E,Community VII,Individual 62,Population E (Community VII),Community VII (Individual 62),698,2,0.3043482659800229,Western,8811.0
Population E,Community VII,Individual 62,Population E (Community VII),Community VII (Individual 62),698,3,0.3878785485511038,Western,8811.0
Population E,Community VII,Individual 62,Population E (Community VII),Community VII (Individual 62),698,4,0.7593986804142471,Western,8811.0
Population E,Community VII,Individual 62,Population E (Community VII),Community VII (Individual 62),699,1,0.6271185043524137,Western,8831.0
Population E,Community VII,Individual 65,Population E (Community VII),Community VII (Individual 65),705,1,0.5056169833456773,Western,8848.0
Population E,Community VII,Individual 65,Population E (Community VII),Community VII (Individual 65),705,2,0.4444454264771736,Western,8848.0
Population E,Community VII,Individual 65,Population E (Community VII),Community VII (Individual 65),705,3,0.6249995857044847,Western,8848.0
Population E,Community VII,Individual 65,Population E (Community VII),Community VII (Individual 65),705,4,0.22916679325689307,Western,8848.0
Population E,Community VII,Individual 65,Population E (Community VII),Community VII (Individual 65),705,5,0.7302628044240791,Western,8848.0
Population E,Community VII,Individual 65,Population E (Community VII),Community VII (Individual 65),705,6,0.45555537551648706,Western,8848.0
Population E,Community VII,Individual 65,Population E (Community VII),Community VII (Individual 65),705,7,0.7424255815597822,Western,8848.0
Population E,Community VII,Individual 65,Population E (Community VII),Community VII (Individual 65),705,8,0.24999892770593407,Western,8848.0
Population E,Community VII,Individual 65,Population E (Community VII),Community VII (Individual 65),705,9,0.7611931202305445,Western,8848.0
Population E,Community VII,Individual 65,Population E (Community VII),Community VII (Individual 65),705,10,0.2461545364803015,Western,8848.0
Population E,Community VII,Individual 65,Population E (Community VII),Community VII (Individual 65),706,1,0.5551715345258619,Western,8848.0
Population E,Community VII,Individual 65,Population E (Community VII),Community VII (Individual 65),706,2,0.5472975277067349,Western,8848.0
Population E,Community VII,Individual 65,Population E (Community VII),Community VII (Individual 65),706,3,0.37222245587472497,Western,8848.0
Population E,Community VII,Individual 65,Population E (Community VII),Community VII (Individual 65),706,4,0.4169739498364881,Western,8848.0
Population E,Community VII,Individual 65,Population E (Community VII),Community VII (Individual 65),706,5,0.6638661342686348,Western,8848.0
Population E,Community VII,Individual 65,Population E (Community VII),Community VII (Individual 65),706,6,0.26402595736955103,Western,8848.0
Population E,Community VII,Individual 65,Population E (Community VII),Community VII (Individual 65),706,7,0.6716861929583738,Western,8848.0
Population E,Community VII,Individual 65,Population E (Community VII),Community VII (Individual 65),707,1,0.6533324687114973,Western,8810.0
Population E,Community VII,Individual 65,Population E (Community VII),Community VII (Individual 65),707,2,0.44067858084938016,Western,8810.0
Population E,Community VII,Individual 65,Population E (Community VII),Community VII (Individual 65),707,3,0.41772186187162325,Western,8810.0
Population E,Community VII,Individual 65,Population E (Community VII),Community VII (Individual 65),707,4,0.4144138302104712,Western,8810.0
Population E,Community VII,Individual 65,Population E (Community VII),Community VII (Individual 65),710,1,0.34736804275614924,Western,8829.0
Population E,Community VII,Individual 65,Population E (Community VII),Community VII (Individual 65),710,2,0.6499989773378058,Western,8829.0
Population E,Community VII,Individual 65,Population E (Community VII),Community VII (Individual 65),710,3,0.3000004382831572,Western,8829.0
Population E,Community VII,Individual 65,Population E (Community VII),Community VII (Individual 65),710,4,0.7538479692256861,Western,8829.0
Population E,Community VII,Individual 65,Population E (Community VII),Community VII (Individual 65),710,5,0.2424229746564772,Western,8829.0
Population E,Community VII,Individual 65,Population E (Community VII),Community VII (Individual 65),710,6,0.6756757877280265,Western,8829.0
Population E,Community VII,Individual 65,Population E (Community VII),Community VII (Individual 65),710,7,0.35820847681148804,Western,8829.0
Population E,Community VII,Individual 65,Population E (Community VII),Community VII (Individual 65),711,1,0.6717947412630132,Western,8829.0
Population E,Community VII,Individual 65,Population E (Community VII),Community VII (Individual 65),711,2,0.3137259672702323,Western,8829.0
Population E,Community VII,Individual 65,Population E (Community VII),Community VII (Individual 65),711,3,0.8139531528203826,Western,8829.0
Population E,Community VII,Individual 65,Population E (Community VII),Community VII (Individual 65),711,4,0.2222226052068289,Western,8829.0
Population E,Community VII,Individual 65,Population E (Community VII),Community VII (Individual 65),711,5,0.4745758434232859,Western,8829.0
Population E,Community VII,Individual 65,Population E (Community VII),Community VII (Individual 65),711,6,0.5,Western,8829.0
Population E,Community VII,Individual 65,Population E (Community VII),Community VII (Individual 65),711,7,0.4492754405084326,Western,8829.0
Population E,Community VII,Individual 65,Population E (Community VII),Community VII (Individual 65),711,8,0.43678133049597645,Western,8829.0
Population E,Community VII,Individual 65,Population E (Community VII),Community VII (Individual 65),711,9,0.8032795555655006,Western,8829.0
Population E,Community VII,Individual 65,Population E (Community VII),Community VII (Individual 65),711,10,0.3999983455076396,Western,8829.0
Population E,Community VII,Individual 65,Population E (Community VII),Community VII (Individual 65),711,11,0.1406253786832245,Western,8829.0
Population E,Community VII,Individual 65,Population E (Community VII),Community VII (Individual 65),712,1,0.5703083592034527,Western,8829.0
Population E,Community VII,Individual 65,Population E (Community VII),Community VII (Individual 65),712,2,0.1397382802460529,Western,8829.0
Population E,Community VII,Individual 65,Population E (Community VII),Community VII (Individual 65),712,3,0.8364182659935179,Western,8829.0
Population E,Community VII,Individual 65,Population E (Community VII),Community VII (Individual 65),713,1,0.5555565943145087,Western,8829.0
Population E,Community VII,Individual 65,Population E (Community VII),Community VII (Individual 65),713,2,0.4827584456071672,Western,8829.0
Population E,Community VII,Individual 62,Population E (Community VII),Community VII (Individual 62),744,1,0.3163266159611009,Western,8693.0
Population E,Community VII,Individual 62,Population E (Community VII),Community VII (Individual 62),748,1,0.5822781267926851,Western,8644.0
Population E,Community VII,Individual 62,Population E (Community VII),Community VII (Individual 62),749,1,0.4523809108586278,Western,8616.0
Population E,Community VII,Individual 62,Population E (Community VII),Community VII (Individual 62),749,2,0.844037017823496,Western,8616.0
Population E,Community VII,Individual 62,Population E (Community VII),Community VII (Individual 62),749,3,0.23943615476033275,Western,8616.0
Population E,Community VII,Individual 62,Population E (Community VII),Community VII (Individual 62),749,4,0.22222249015255552,Western,8616.0
Population E,Community VII,Individual 62,Population E (Community VII),Community VII (Individual 62),750,1,0.2753619221307128,Western,8639.0
Population E,Community VII,Individual 62,Population E (Community VII),Community VII (Individual 62),750,2,0.5319151073715936,Western,8639.0
Population E,Community VII,Individual 62,Population E (Community VII),Community VII (Individual 62),751,1,0.2753619221307128,Western,8639.0
Population E,Community VII,Individual 62,Population E (Community VII),Community VII (Individual 62),751,2,0.5319151073715936,Western,8639.0
Population E,Community VII,Individual 65,Population E (Community VII),Community VII (Individual 65),757,1,0.5294122360992575,Western,8646.0
Population E,Community VII,Individual 65,Population E (Community VII),Community VII (Individual 65),757,2,0.4705877639007425,Western,8646.0
Population E,Community VII,Individual 65,Population E (Community VII),Community VII (Individual 65),757,3,0.5399991826058526,Western,8646.0
