Population,Community,Individual,Pop_com_code,Com_indiv_code,Drumming_bout,Ratio_i,Ratio,Subspecies,Days_before_2024
Population E,Community X,Individual 80,Population E (Community X),Community X (Individual 80),932,2,0.6470594591090318,Western,1431.0
Population E,Community X,Individual 80,Population E (Community X),Community X (Individual 80),932,3,0.29508078248576086,Western,1431.0
Population E,Community X,Individual 80,Population E (Community X),Community X (Individual 80),933,1,0.2757021706582866,Western,1431.0
Population E,Community X,Individual 80,Population E (Community X),Community X (Individual 80),933,2,0.6378589798542648,Western,1431.0
Population E,Community X,Individual 80,Population E (Community X),Community X (Individual 80),933,3,0.5714301467750295,Western,1431.0
Population E,Community X,Individual 80,Population E (Community X),Community X (Individual 80),935,1,0.371794696274797,Western,1425.0
Population E,Community X,Individual 80,Population E (Community X),Community X (Individual 80),935,2,0.5505615281244001,Western,1425.0
Population E,Community X,Individual 80,Population E (Community X),Community X (Individual 80),935,3,0.5479466749885412,Western,1425.0
Population E,Community X,Individual 80,Population E (Community X),Community X (Individual 80),935,4,0.5593209090744551,Western,1425.0
Population E,Community X,Individual 80,Population E (Community X),Community X (Individual 80),935,5,0.3768113699089478,Western,1425.0
Population E,Community X,Individual 80,Population E (Community X),Community X (Individual 80),936,1,0.7070691600426794,Western,1422.0
Population E,Community X,Individual 80,Population E (Community X),Community X (Individual 80),936,2,0.27884746223976054,Western,1422.0
Population E,Community X,Individual 80,Population E (Community X),Community X (Individual 80),936,3,0.6756745681215907,Western,1422.0
Population E,Community X,Individual 80,Population E (Community X),Community X (Individual 80),936,4,0.3750019742764935,Western,1422.0
Population E,Community X,Individual 80,Population E (Community X),Community X (Individual 80),936,5,0.6521743907530709,Western,1422.0
Population E,Community X,Individual 80,Population E (Community X),Community X (Individual 80),937,1,0.5090098388793146,Western,1422.0
Population E,Community X,Individual 80,Population E (Community X),Community X (Individual 80),937,2,0.6646347430526838,Western,1422.0
Population E,Community X,Individual 80,Population E (Community X),Community X (Individual 80),937,3,0.5612222257440806,Western,1422.0
Population E,Community X,Individual 80,Population E (Community X),Community X (Individual 80),937,4,0.06974506247480855,Western,1422.0
Population E,Community X,Individual 80,Population E (Community X),Community X (Individual 80),937,5,0.916892064133166,Western,1422.0
Population E,Community X,Individual 80,Population E (Community X),Community X (Individual 80),937,6,0.6181833852518561,Western,1422.0
Population E,Community X,Individual 80,Population E (Community X),Community X (Individual 80),938,1,0.5294106902577279,Western,1422.0
Population E,Community X,Individual 80,Population E (Community X),Community X (Individual 80),938,2,0.8286002208428478,Western,1422.0
Population E,Community X,Individual 80,Population E (Community X),Community X (Individual 80),938,3,0.14855491598024595,Western,1422.0
Population E,Community X,Individual 80,Population E (Community X),Community X (Individual 80),938,4,0.8809538687829569,Western,1422.0
Population E,Community X,Individual 80,Population E (Community X),Community X (Individual 80),938,5,0.10714115758826405,Western,1422.0
Population E,Community X,Individual 80,Population E (Community X),Community X (Individual 80),938,6,0.5081308519360168,Western,1422.0
Population E,Community X,Individual 80,Population E (Community X),Community X (Individual 80),939,1,0.4038453500522466,Western,1422.0
Population E,Community X,Individual 80,Population E (Community X),Community X (Individual 80),939,2,0.4744896261879151,Western,1422.0
Population E,Community X,Individual 80,Population E (Community X),Community X (Individual 80),939,3,0.5099016026554909,Western,1422.0
Population E,Community X,Individual 80,Population E (Community X),Community X (Individual 80),939,4,0.40407987651254396,Western,1422.0
Population E,Community X,Individual 80,Population E (Community X),Community X (Individual 80),939,5,0.6347846629969996,Western,1422.0
Population F,Community XI,Individual 85,Population F (Community XI),Community XI (Individual 85),947,1,0.4712227311006772,Western,4036.0
Population F,Community XI,Individual 85,Population F (Community XI),Community XI (Individual 85),947,2,0.5268818646318076,Western,4036.0
Population F,Community XI,Individual 85,Population F (Community XI),Community XI (Individual 85),947,3,0.5116277624352316,Western,4036.0
Population F,Community XI,Individual 85,Population F (Community XI),Community XI (Individual 85),948,1,0.6595747931409575,Western,4350.0
Population F,Community XI,Individual 85,Population F (Community XI),Community XI (Individual 85),948,2,0.4173912717709336,Western,4350.0
Population F,Community XI,Individual 85,Population F (Community XI),Community XI (Individual 85),948,3,0.4466662454116715,Western,4350.0
Population F,Community XI,Individual 85,Population F (Community XI),Community XI (Individual 85),948,4,0.8217820092820093,Western,4350.0
Population F,Community XI,Individual 85,Population F (Community XI),Community XI (Individual 85),948,5,0.18947416158363756,Western,4350.0
Population F,Community XI,Individual 85,Population F (Community XI),Community XI (Individual 85),948,6,0.45562078890143703,Western,4350.0
Population F,Community XI,Individual 86,Population F (Community XI),Community XI (Individual 86),949,1,0.5652168077603186,Western,3751.0
Population F,Community XI,Individual 85,Population F (Community XI),Community XI (Individual 85),950,1,0.7148430416350137,Western,3648.0
Population F,Community XI,Individual 85,Population F (Community XI),Community XI (Individual 85),950,2,0.5615399834960405,Western,3648.0
Population F,Community XI,Individual 85,Population F (Community XI),Community XI (Individual 85),950,3,0.34969306263831423,Western,3648.0
Population F,Community XI,Individual 85,Population F (Community XI),Community XI (Individual 85),950,4,0.37192931480796665,Western,3648.0
Population F,Community XI,Individual 85,Population F (Community XI),Community XI (Individual 85),950,5,0.5646688633597531,Western,3648.0
Population F,Community XI,Individual 85,Population F (Community XI),Community XI (Individual 85),950,6,0.7796605964372549,Western,3648.0
Population F,Community XI,Individual 85,Population F (Community XI),Community XI (Individual 85),951,1,0.662068182384694,Western,3646.0
Population F,Community XI,Individual 85,Population F (Community XI),Community XI (Individual 85),951,2,0.4900003212748185,Western,3646.0
Population F,Community XI,Individual 85,Population F (Community XI),Community XI (Individual 85),951,3,0.2440193226318439,Western,3646.0
Population F,Community XI,Individual 85,Population F (Community XI),Community XI (Individual 85),951,4,0.5429554023394589,Western,3646.0
Population F,Community XI,Individual 86,Population F (Community XI),Community XI (Individual 86),952,1,0.6551724137931035,Western,1301.0
Population F,Community XI,Individual 86,Population F (Community XI),Community XI (Individual 86),952,2,0.06302526689236693,Western,1301.0
Population F,Community XI,Individual 86,Population F (Community XI),Community XI (Individual 86),952,3,0.9449154188968358,Western,1301.0
Population F,Community XI,Individual 86,Population F (Community XI),Community XI (Individual 86),952,4,0.26262603280265745,Western,1301.0
Population F,Community XI,Individual 86,Population F (Community XI),Community XI (Individual 86),952,5,0.629309077392098,Western,1301.0
Population F,Community XI,Individual 86,Population F (Community XI),Community XI (Individual 86),952,6,0.5058829764680941,Western,1301.0
Population F,Community XI,Individual 85,Population F (Community XI),Community XI (Individual 85),954,1,0.6176478535481473,Western,1301.0
Population F,Community XI,Individual 85,Population F (Community XI),Community XI (Individual 85),954,2,0.1947561741404375,Western,1301.0
Population F,Community XI,Individual 85,Population F (Community XI),Community XI (Individual 85),954,3,0.5046948660550618,Western,1301.0
Population F,Community XI,Individual 85,Population F (Community XI),Community XI (Individual 85),954,4,0.7589928651921176,Western,1301.0
Population F,Community XI,Individual 87,Population F (Community XI),Community XI (Individual 87),955,1,0.2679743595190551,Western,1301.0
Population F,Community XI,Individual 87,Population F (Community XI),Community XI (Individual 87),955,2,0.5544549477071601,Western,1301.0
Population F,Community XI,Individual 87,Population F (Community XI),Community XI (Individual 87),955,3,0.5294119052853961,Western,1301.0
Population F,Community XI,Individual 87,Population F (Community XI),Community XI (Individual 87),955,4,0.41237128514855215,Western,1301.0
Population F,Community XI,Individual 87,Population F (Community XI),Community XI (Individual 87),955,5,0.7124995556368106,Western,1301.0
Population F,Community XI,Individual 87,Population F (Community XI),Community XI (Individual 87),955,6,0.44660247788169116,Western,1301.0
Population F,Community XI,Individual 87,Population F (Community XI),Community XI (Individual 87),955,7,0.43181811186723423,Western,1301.0
Population F,Community XI,Individual 87,Population F (Community XI),Community XI (Individual 87),955,8,0.7281548419670011,Western,1301.0
Population F,Community XI,Individual 87,Population F (Community XI),Community XI (Individual 87),955,9,0.32558260384827975,Western,1301.0
Population F,Community XI,Individual 87,Population F (Community XI),Community XI (Individual 87),955,10,0.6516846751847641,Western,1301.0
Population F,Community XI,Individual 87,Population F (Community XI),Community XI (Individual 87),955,11,0.2980772235764735,Western,1301.0
Population F,Community XI,Individual 87,Population F (Community XI),Community XI (Individual 87),956,1,0.2666680571923201,Western,1301.0
Population F,Community XI,Individual 87,Population F (Community XI),Community XI (Individual 87),956,2,0.5714274105074967,Western,1301.0
Population F,Community XI,Individual 87,Population F (Community XI),Community XI (Individual 87),956,3,0.1586544246829198,Western,1301.0
Population F,Community XI,Individual 87,Population F (Community XI),Community XI (Individual 87),956,4,0.8027520960765122,Western,1301.0
Population F,Community XI,Individual 87,Population F (Community XI),Community XI (Individual 87),956,5,0.3282446394367408,Western,1301.0
Population F,Community XI,Individual 87,Population F (Community XI),Community XI (Individual 87),956,6,0.5146197546450036,Western,1301.0
Population F,Community XI,Individual 87,Population F (Community XI),Community XI (Individual 87),956,7,0.38027708693190365,Western,1301.0
Population F,Community XI,Individual 87,Population F (Community XI),Community XI (Individual 87),956,8,0.4768958221645675,Western,1301.0
Population F,Community XI,Individual 87,Population F (Community XI),Community XI (Individual 87),956,9,0.7445651320603041,Western,1301.0
Population F,Community XI,Individual 87,Population F (Community XI),Community XI (Individual 87),956,10,0.6266654854030485,Western,1301.0
Population F,Community XI,Individual 87,Population F (Community XI),Community XI (Individual 87),956,11,0.30769352872453903,Western,1301.0
Population F,Community XI,Individual 88,Population F (Community XI),Community XI (Individual 88),957,1,0.2800017362429872,Western,1301.0
Population F,Community XI,Individual 88,Population F (Community XI),Community XI (Individual 88),957,2,0.5538466675292262,Western,1301.0
Population F,Community XI,Individual 88,Population F (Community XI),Community XI (Individual 88),957,3,0.23199946176350586,Western,1301.0
Population F,Community XI,Individual 88,Population F (Community XI),Community XI (Individual 88),957,4,0.623376234449373,Western,1301.0
Population F,Community XI,Individual 88,Population F (Community XI),Community XI (Individual 88),957,5,0.6304349749206041,Western,1301.0
Population F,Community XI,Individual 88,Population F (Community XI),Community XI (Individual 88),957,6,0.30357155833303057,Western,1301.0
Population F,Community XI,Individual 88,Population F (Community XI),Community XI (Individual 88),957,7,0.5234901161806235,Western,1301.0
Population F,Community XI,Individual 88,Population F (Community XI),Community XI (Individual 88),957,8,0.3796786323595975,Western,1301.0
Population F,Community XI,Individual 88,Population F (Community XI),Community XI (Individual 88),957,9,0.47346968604770906,Western,1301.0
Population F,Community XI,Individual 88,Population F (Community XI),Community XI (Individual 88),957,10,0.7371432557706916,Western,1301.0
Population F,Community XI,Individual 88,Population F (Community XI),Community XI (Individual 88),957,11,0.6478866243303758,Western,1301.0
Population F,Community XI,Individual 88,Population F (Community XI),Community XI (Individual 88),957,12,0.3048778873957031,Western,1301.0
Population F,Community XI,Individual 87,Population F (Community XI),Community XI (Individual 87),959,1,0.67567576677914,Western,797.0
Population F,Community XI,Individual 87,Population F (Community XI),Community XI (Individual 87),959,2,0.2706766705770816,Western,797.0
Population F,Community XI,Individual 87,Population F (Community XI),Community XI (Individual 87),959,3,0.6178349110113345,Western,797.0
Population F,Community XI,Individual 87,Population F (Community XI),Community XI (Individual 87),959,4,0.5084741463229023,Western,797.0
Population F,Community XI,Individual 87,Population F (Community XI),Community XI (Individual 87),959,5,0.42028989436696096,Western,797.0
Population F,Community XI,Individual 87,Population F (Community XI),Community XI (Individual 87),959,6,0.503145083292348,Western,797.0
Population F,Community XI,Individual 87,Population F (Community XI),Community XI (Individual 87),959,7,0.5939835875103036,Western,797.0
Population F,Community XI,Individual 87,Population F (Community XI),Community XI (Individual 87),959,8,0.3439496669486779,Western,797.0
Population F,Community XI,Individual 87,Population F (Community XI),Community XI (Individual 87),959,9,0.6058822623137721,Western,797.0
Population F,Community XI,Individual 87,Population F (Community XI),Community XI (Individual 87),960,1,0.6962951461426985,Western,797.0
Population F,Community XI,Individual 87,Population F (Community XI),Community XI (Individual 87),960,2,0.20918445060198013,Western,797.0
Population F,Community XI,Individual 87,Population F (Community XI),Community XI (Individual 87),960,3,0.6078430884122268,Western,797.0
Population F,Community XI,Individual 87,Population F (Community XI),Community XI (Individual 87),960,4,0.543478335916706,Western,797.0
Population F,Community XI,Individual 87,Population F (Community XI),Community XI (Individual 87),960,5,0.27361564865832283,Western,797.0
Population F,Community XI,Individual 85,Population F (Community XI),Community XI (Individual 85),962,1,0.4716968770473903,Western,797.0
Population F,Community XI,Individual 85,Population F (Community XI),Community XI (Individual 85),962,2,0.25925965619239505,Western,797.0
Population F,Community XI,Individual 85,Population F (Community XI),Community XI (Individual 85),962,3,0.7766980472140985,Western,797.0
Population F,Community XI,Individual 85,Population F (Community XI),Community XI (Individual 85),962,4,0.20909181783745107,Western,797.0
Population F,Community XI,Individual 85,Population F (Community XI),Community XI (Individual 85),962,5,0.8529405924022048,Western,797.0
Population F,Community XI,Individual 88,Population F (Community XI),Community XI (Individual 88),964,1,0.39716267492581364,Western,796.0
Population F,Community XI,Individual 88,Population F (Community XI),Community XI (Individual 88),964,2,0.5629137944740339,Western,796.0
Population F,Community XI,Individual 88,Population F (Community XI),Community XI (Individual 88),964,3,0.1929825294448966,Western,796.0
Population F,Community XI,Individual 88,Population F (Community XI),Community XI (Individual 88),964,4,0.8093841224396405,Western,796.0
Population F,Community XI,Individual 88,Population F (Community XI),Community XI (Individual 88),964,5,0.5241938829603338,Western,796.0
Population F,Community XI,Individual 88,Population F (Community XI),Community XI (Individual 88),964,6,0.26696789862260095,Western,796.0
Population F,Community XI,Individual 88,Population F (Community XI),Community XI (Individual 88),964,7,0.7534880815020019,Western,796.0
Population F,Community XI,Individual 88,Population F (Community XI),Community XI (Individual 88),965,1,0.13440804771678636,Western,795.0
Population F,Community XI,Individual 88,Population F (Community XI),Community XI (Individual 88),965,2,0.8049988553184381,Western,795.0
Population F,Community XI,Individual 88,Population F (Community XI),Community XI (Individual 88),965,3,0.5909082386470169,Western,795.0
Population F,Community XI,Individual 88,Population F (Community XI),Community XI (Individual 88),965,4,0.4736870671500836,Western,795.0
Population F,Community XI,Individual 88,Population F (Community XI),Community XI (Individual 88),965,5,0.38960986781309015,Western,795.0
Population F,Community XI,Individual 88,Population F (Community XI),Community XI (Individual 88),965,6,0.5595250371985445,Western,795.0
Population F,Community XI,Individual 88,Population F (Community XI),Community XI (Individual 88),965,7,0.33333333333333337,Western,795.0
Population F,Community XI,Individual 88,Population F (Community XI),Community XI (Individual 88),965,8,0.4900651939633094,Western,795.0
Population F,Community XI,Individual 88,Population F (Community XI),Community XI (Individual 88),965,9,0.5238091229369846,Western,795.0
Population F,Community XI,Individual 88,Population F (Community XI),Community XI (Individual 88),965,10,0.3783792823195347,Western,795.0
Population F,Community XI,Individual 87,Population F (Community XI),Community XI (Individual 87),966,1,0.34693732402321115,Western,794.0
Population F,Community XI,Individual 87,Population F (Community XI),Community XI (Individual 87),966,2,0.4705884126304619,Western,794.0
Population F,Community XI,Individual 87,Population F (Community XI),Community XI (Individual 87),966,3,0.2868532859842761,Western,794.0
Population F,Community XI,Individual 87,Population F (Community XI),Community XI (Individual 87),966,4,0.8689322997004587,Western,794.0
Population F,Community XI,Individual 87,Population F (Community XI),Community XI (Individual 87),966,5,0.20454481921049605,Western,794.0
Population F,Community XI,Individual 88,Population F (Community XI),Community XI (Individual 88),967,1,0.1134022156182067,Western,793.0
Population F,Community XI,Individual 88,Population F (Community XI),Community XI (Individual 88),967,2,0.20093447281890853,Western,793.0
Population F,Community XI,Individual 88,Population F (Community XI),Community XI (Individual 88),967,3,0.8952876458112407,Western,793.0
Population F,Community XI,Individual 85,Population F (Community XI),Community XI (Individual 85),968,1,0.49029212226689084,Western,792.0
Population F,Community XI,Individual 85,Population F (Community XI),Community XI (Individual 85),968,2,0.527637269247857,Western,792.0
Population F,Community XI,Individual 85,Population F (Community XI),Community XI (Individual 85),968,3,0.4541069427355585,Western,792.0
Population F,Community XI,Individual 85,Population F (Community XI),Community XI (Individual 85),969,1,0.23728774601350383,Western,791.0
Population F,Community XI,Individual 85,Population F (Community XI),Community XI (Individual 85),969,2,0.5743618370093425,Western,791.0
Population F,Community XI,Individual 85,Population F (Community XI),Community XI (Individual 85),969,3,0.3250014042577094,Western,791.0
Population F,Community XI,Individual 85,Population F (Community XI),Community XI (Individual 85),969,4,0.7605639570814812,Western,791.0
Population F,Community XI,Individual 85,Population F (Community XI),Community XI (Individual 85),969,5,0.1888881056854694,Western,791.0
Population F,Community XI,Individual 85,Population F (Community XI),Community XI (Individual 85),969,6,0.6186442956026971,Western,791.0
Population F,Community XI,Individual 85,Population F (Community XI),Community XI (Individual 85),969,7,0.4499992070079352,Western,791.0
Population F,Community XI,Individual 85,Population F (Community XI),Community XI (Individual 85),969,8,0.5913987357602493,Western,791.0
Population F,Community XI,Individual 85,Population F (Community XI),Community XI (Individual 85),969,9,0.1989526404725296,Western,791.0
Population F,Community XI,Individual 85,Population F (Community XI),Community XI (Individual 85),969,10,0.7727274547733763,Western,791.0
Population F,Community XI,Individual 85,Population F (Community XI),Community XI (Individual 85),969,11,0.4809230821383776,Western,791.0
Population F,Community XI,Individual 85,Population F (Community XI),Community XI (Individual 85),969,12,0.7373682246291028,Western,791.0
Population F,Community XI,Individual 85,Population F (Community XI),Community XI (Individual 85),969,13,0.23696692760570925,Western,791.0
Population F,Community XI,Individual 85,Population F (Community XI),Community XI (Individual 85),969,14,0.7155551480949519,Western,791.0
Population F,Community XI,Individual 85,Population F (Community XI),Community XI (Individual 85),969,15,0.27586286384188047,Western,791.0
Population F,Community XI,Individual 85,Population F (Community XI),Community XI (Individual 85),969,16,0.7706417517102164,Western,791.0
Population F,Community XI,Individual 88,Population F (Community XI),Community XI (Individual 88),970,1,0.4623112727085187,Western,790.0
Population F,Community XI,Individual 88,Population F (Community XI),Community XI (Individual 88),970,2,0.6149429185701183,Western,790.0
Population F,Community XI,Individual 88,Population F (Community XI),Community XI (Individual 88),970,3,0.5037580060189829,Western,790.0
Population F,Community XI,Individual 88,Population F (Community XI),Community XI (Individual 88),970,4,0.45517314600180486,Western,790.0
Population F,Community XI,Individual 87,Population F (Community XI),Community XI (Individual 87),971,1,0.06824899717146778,Western,789.0
Population F,Community XI,Individual 87,Population F (Community XI),Community XI (Individual 87),971,2,0.9631903996394399,Western,789.0
Population F,Community XI,Individual 87,Population F (Community XI),Community XI (Individual 87),971,3,0.42856864527860755,Western,789.0
Population F,Community XI,Individual 87,Population F (Community XI),Community XI (Individual 87),971,4,0.3478279775622907,Western,789.0
Population F,Community XI,Individual 87,Population F (Community XI),Community XI (Individual 87),971,5,0.714286332797908,Western,789.0
Population F,Community XI,Individual 87,Population F (Community XI),Community XI (Individual 87),971,6,0.4615368475531714,Western,789.0
Population F,Community XI,Individual 85,Population F (Community XI),Community XI (Individual 85),972,1,0.6122462242974769,Western,788.0
Population F,Community XI,Individual 85,Population F (Community XI),Community XI (Individual 85),973,1,0.5360360056865269,Western,787.0
Population F,Community XI,Individual 85,Population F (Community XI),Community XI (Individual 85),973,2,0.5392665373661857,Western,787.0
Population F,Community XI,Individual 86,Population F (Community XI),Community XI (Individual 86),975,1,0.41290232714991953,Western,601.0
Population F,Community XI,Individual 86,Population F (Community XI),Community XI (Individual 86),975,2,0.4527368903076752,Western,601.0
Population F,Community XI,Individual 86,Population F (Community XI),Community XI (Individual 86),975,3,0.533980439711174,Western,601.0
Population F,Community XII,Individual 90,Population F (Community XII),Community XII (Individual 90),976,1,0.7219736822931088,Western,1301.0
Population F,Community XII,Individual 90,Population F (Community XII),Community XII (Individual 90),976,2,0.3734938579748446,Western,1301.0
Population F,Community XII,Individual 90,Population F (Community XII),Community XII (Individual 90),977,1,0.5208355272065349,Western,1300.0
Population F,Community XII,Individual 90,Population F (Community XII),Community XII (Individual 90),977,2,0.35937403038457416,Western,1300.0
Population F,Community XII,Individual 90,Population F (Community XII),Community XII (Individual 90),977,3,0.21133950588563719,Western,1300.0
Population F,Community XII,Individual 90,Population F (Community XII),Community XII (Individual 90),977,4,0.7303104147135058,Western,1300.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),978,1,0.35483847800169493,Western,1299.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),978,2,0.5660357147357941,Western,1299.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),978,3,0.4466023824500197,Western,1299.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),978,4,0.6263762073926191,Western,1299.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),978,5,0.34693710640386033,Western,1299.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),978,6,0.7441867689774616,Western,1299.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),978,7,0.07432395840854937,Western,1299.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),978,8,0.9351527433624284,Western,1299.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),978,9,0.23750166978359605,Western,1299.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),979,1,0.5149258213706529,Western,1298.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),979,2,0.5652173913043479,Western,1298.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),979,3,0.4950501118705367,Western,1298.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),979,4,0.579544455193035,Western,1298.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),979,5,0.41111179902041717,Western,1298.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),979,6,0.4690262577561057,Western,1298.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),979,7,0.5555558740322687,Western,1298.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),979,8,0.34042539177933023,Western,1298.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),979,9,0.60784297856757,Western,1298.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),979,10,0.5504580902775805,Western,1298.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),979,11,0.3769240294128853,Western,1298.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),980,1,0.5069447692091847,Western,1460.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),980,2,0.4896557256614003,Western,1460.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),980,3,0.48684146930884487,Western,1460.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),980,4,0.5492959568175351,Western,1460.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),980,5,0.4324332150273428,Western,1460.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),980,6,0.49411735048490896,Western,1460.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),980,7,0.5548384548542539,Western,1460.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),980,8,0.46308843408839706,Western,1460.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),981,1,0.47999714601690985,Western,1460.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),981,2,0.2321435396944717,Western,1460.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),981,3,0.6666675884955752,Western,1460.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),981,4,0.6417918394948005,Western,1460.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),981,5,0.22429825526537767,Western,1460.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),981,6,0.5060973487518163,Western,1460.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),981,7,0.6806717650621011,Western,1460.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),981,8,0.43181864249431434,Western,1460.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),981,9,0.45454545454545453,Western,1460.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),981,10,0.5128200437244446,Western,1460.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),981,11,0.6867462111769207,Western,1460.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),981,12,0.3823546385045984,Western,1460.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),981,13,0.5316444263812685,Western,1460.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),981,14,0.24342129968643797,Western,1460.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),981,15,0.54502371270849,Western,1460.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),983,1,0.3611088486822968,Western,684.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),983,2,0.3689844603107938,Western,684.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),983,3,0.6820801690981794,Western,684.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),983,4,0.4661033193827674,Western,684.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),983,5,0.33689823401338603,Western,684.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),983,6,0.6526311264256826,Western,684.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),983,7,0.545453601341773,Western,684.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),983,8,0.5188699935390945,Western,684.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),983,9,0.3953475912387428,Western,684.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),983,10,0.6240003619054321,Western,684.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),983,11,0.385246070494201,Western,684.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),983,12,0.641025916418744,Western,684.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),983,13,0.42000037698624626,Western,684.0
Population F,Community XII,Individual 90,Population F (Community XII),Community XII (Individual 90),984,1,0.630058372323196,Western,640.0
Population F,Community XII,Individual 90,Population F (Community XII),Community XII (Individual 90),984,2,0.5765765370962793,Western,640.0
Population F,Community XII,Individual 90,Population F (Community XII),Community XII (Individual 90),984,3,0.3821141426644889,Western,640.0
Population F,Community XII,Individual 90,Population F (Community XII),Community XII (Individual 90),984,4,0.6551711123877737,Western,640.0
Population F,Community XII,Individual 90,Population F (Community XII),Community XII (Individual 90),984,5,0.5063298154009088,Western,640.0
Population F,Community XII,Individual 90,Population F (Community XII),Community XII (Individual 90),984,6,0.3899998540692782,Western,640.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),985,1,0.22377637661046212,Western,640.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),985,2,0.47622734990303883,Western,640.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),985,3,0.7139293196288927,Western,640.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),985,4,0.3947616480505928,Western,640.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),985,5,0.5681810782894873,Western,640.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),985,6,0.43846163092605056,Western,640.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),985,7,0.4424245724608685,Western,640.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),985,8,0.6865681649883675,Western,640.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),985,9,0.41176357940052244,Western,640.0
