,Drumming_bout,Subspecies,Population,Community,Individual,Date,File_Name,Total_bout_duration,Summed_Total_bout_duration,Summed_Total_bout_duration_val,Check_Matching_Total_bout_duration,N_beats,N_Interbeats,Summed_N_Interbeats,Check_Matching_N_Interbeats,Interbeat 1,Interbeat 2,Interbeat 3,Interbeat 4,Interbeat 5,Interbeat 6,Interbeat 7,Interbeat 8,Interbeat 9,Interbeat 10,Interbeat 11,Interbeat 12,Interbeat 13,Interbeat 14,Interbeat 15,Interbeat 16,Interbeat 17,Interbeat 18,Interbeat 19,Interbeat 20,Interbeat 21,Interbeat 22,Interbeat 23,Interbeat 24,Interbeat 25,Interbeat 26,With_Ph,Start_Ph,End_Ph,Start_Ph_N,End_Ph_N,Note_Ph,Context_Before,Context_After,Context,Tree_Species,DBH
720,726,WAC,Tai,M,Male C,NV,File 37,0.0,0.0,0.0,0.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,Climax,NV,NV,Traveling,NV,NV
721,727,WAC,Tai,M,Male C,NV,File 38,0.69405,0.69405,0.69405,0.0,3,2,2,0,0.464172,0.229876,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Unk,1,0,Unk because overlap with others calls,NV,NV,Feeding,NV,NV
722,728,WAC,Tai,M,Male C,NV,File 39,0.38142,0.38142,0.38142,0.0,2,1,1,0,0.381415,,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,Climax,NV,NV,Feeding,NV,NV
723,729,WAC,Tai,M,Male C,NV,File 40,0.38912,0.38912,0.38912,0.0,2,1,1,0,0.389117,,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Unk,1,0,Climax,NV,NV,Feeding,NV,NV
724,730,WAC,Tai,M,Male C,NV,File 41,1.23697,1.23697,1.23697,0.0,7,6,6,0,0.17107,0.190809,0.190809,0.322402,0.190809,0.17107,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,Unk because overlap with others calls,NV,NV,Feeding,NV,NV
725,731,WAC,Tai,M,Male C,NV,File 42,0.47016,0.47016,0.47016,0.0,3,2,2,0,0.077598,0.392557,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,Climax,NV,NV,Feeding,NV,NV
726,732,WAC,Tai,M,Male C,NV,File 43,1.40648,1.40648,1.40648,0.0,7,6,6,0,0.322402,0.411062,0.189411,0.141051,0.112841,0.229711,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Let-Down,1,3,Climax,NV,NV,Feeding,NV,NV
727,733,WAC,Tai,M,Male C,NV,File 44,1.13976,1.13976,1.13976,0.0,6,5,5,0,0.107906,0.161859,0.337206,0.256276,0.276509,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Let-Down,1,3,Climax,NV,NV,Unk,NV,NV
728,734,WAC,Tai,M,Male C,NV,File 45,0.44026,0.44026,0.44026,0.0,3,2,2,0,0.170916,0.269343,,,,,,,,,,,,,,,,,,,,,,,,,With,Roar,Roar,1,1,No Climax,NV,NV,Display,NV,NV
729,735,WAC,Tai,M,Male C,NV,File 46,1.09288,1.09288,1.09288,0.0,7,6,6,0,0.12419,0.217333,0.161448,0.192495,0.180076,0.217333,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,Climax,NV,NV,Unk,NV,NV
730,736,WAC,Tai,M,Male C,NV,File 47,0.49417,0.49417,0.49417,0.0,3,2,2,0,0.218731,0.27544,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,Climax,NV,NV,AFT,NV,NV
731,737,WAC,Tai,M,Male C,NV,File 48,1.7686,1.7686,1.7686,0.0,7,6,6,0,0.34543,0.379973,0.34543,0.34543,0.283253,0.069086,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Let-Down,1,3,Climax,NV,NV,Feeding,NV,NV
732,738,WAC,Tai,M,Male C,NV,File 49,1.80907,1.80907,1.80907,0.0,5,4,4,0,0.076982,0.551702,0.391323,0.789062,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,Climax,NV,NV,Feeding,NV,NV
733,739,WAC,Tai,M,Male C,NV,File 50,0.42866,0.42866,0.42866,0.0,2,1,1,0,0.428663,,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,Climax,NV,NV,Feeding,NV,NV
734,740,WAC,Tai,M,Male C,NV,File 51,0.40892,0.40892,0.40892,0.0,2,1,1,0,0.408924,,,,,,,,,,,,,,,,,,,,,,,,,,Unk,Unk,Unk,0,0,Unk because overlap with others calls,NV,NV,Unk,NV,NV
735,741,WAC,Tai,M,Male C,NV,File 52,1.77986,1.77986,1.77986,0.0,5,4,4,0,0.185956,1.182146,0.172673,0.239086,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Let-Down,1,3,Climax,NV,NV,Feeding,NV,NV
736,742,WAC,Tai,M,Male D,NV,File 53,2.6571,2.6571,2.6571,0.0,10,9,9,0,0.17913,1.015072,0.089565,0.228889,0.258744,0.268696,0.089565,0.183949,0.34349,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,No Climax,NV,NV,Unk,NV,NV
737,743,WAC,Tai,M,Male D,NV,File 54,2.7044,2.7044,2.7044,0.0,11,10,10,0,0.067894,0.198458,0.224571,0.490922,0.248072,0.236364,0.268963,0.291837,0.343789,0.333527,,,,,,,,,,,,,,,,,Without,0,0,0,0,After Ph,NV,NV,Unk,NV,NV
738,744,WAC,Tai,M,Male B,NV,File 55,0.71734,0.71734,0.71734,0.0,3,2,2,0,0.226915,0.490429,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,No Climax,NV,NV,Traveling,NV,NV
739,745,WAC,Tai,M,Male B,NV,File 56,1.54969,1.54969,1.54969,0.0,7,6,6,0,0.111833,0.111833,0.074555,0.702951,0.133135,0.41538,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,No Climax,NV,NV,Unk,NV,NV
740,746,WAC,Tai,M,Male C,NV,File 57,2.69043,2.69043,2.69043,0.0,7,6,6,0,0.93617,0.396396,0.295189,0.337358,0.354226,0.371094,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,No Climax,NV,NV,Unk,NV,NV
741,747,WAC,Tai,M,Male E,NV,File 58,0.42295,0.42295,0.42295,0.0,5,4,4,0,0.099517,0.077126,0.104493,0.141812,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,After Ph,NV,NV,Unk,NV,NV
742,748,WAC,Tai,M,Male B,NV,File 59,0.21441,0.21441,0.21441,0.0,3,2,2,0,0.124848,0.089565,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,No Climax,NV,NV,Resting,NV,NV
743,749,WAC,Tai,M,Male B,NV,File 60,1.46084,1.46084,1.46084,0.0,6,5,5,0,0.259402,0.314013,0.058024,0.184312,0.645091,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,No Climax,NV,NV,Traveling,NV,NV
744,750,WAC,Tai,M,Male B,NV,File 61,0.47863,0.47863,0.47863,0.0,4,3,3,0,0.080477,0.211782,0.186368,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,No Climax,NV,NV,Traveling,NV,NV
745,751,WAC,Tai,M,Male B,NV,File 61,0.47863,0.47863,0.47863,0.0,4,3,3,0,0.080477,0.211782,0.186368,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,No Climax,NV,NV,Traveling,NV,NV
746,752,WAC,Tai,M,Male B,NV,File 62,0.21865,0.21865,0.21865,0.0,2,1,1,0,0.218651,,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,No Climax,NV,NV,Traveling,NV,NV
747,753,WAC,Tai,M,Male B,NV,File 62,0.0,0.0,0.0,0.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,No Climax,NV,NV,Traveling,NV,NV
748,754,WAC,Tai,M,Male D,NV,File 63,2.12822,2.12822,2.12822,0.0,12,11,11,0,0.115472,0.102642,0.218115,0.211699,0.102642,0.251794,0.279058,0.346417,0.275851,0.137925,0.086604,,,,,,,,,,,,,,,,With,Build-Up,after,1,0,No Climax,NV,NV,Unk,NV,NV
749,755,WAC,Tai,M,Male D,NV,File 64,1.20067,1.20067,1.20067,0.0,6,5,5,0,0.059066,0.175183,0.280292,0.370803,0.315329,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,After Ph,NV,NV,Unk,NV,NV
750,756,WAC,Tai,M,Male D,NV,File 65,0.66495,0.66496,0.66496,0.0,5,4,4,0,0.035777,0.124602,0.27141,0.233166,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,After Ph,NV,NV,Unk,NV,NV
751,757,WAC,Tai,M,Male E,NV,File 66,0.85149,0.85149,0.85149,0.0,8,7,7,0,0.132127,0.117446,0.132127,0.112553,0.12234,0.107659,0.127234,,,,,,,,,,,,,,,,,,,,Unk,Unk,Unk,0,0,Unk,NV,NV,Resting,NV,NV
752,758,WAC,Tai,N,Male F,NV,File 67,0.63027,0.63027,0.63027,0.0,5,4,4,0,0.105562,0.173867,0.161448,0.18939,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,Climax,NV,NV,Traveling,NV,NV
753,759,WAC,Tai,N,Male F,NV,File 68,1.51074,1.51074,1.51074,0.0,4,3,3,0,0.309473,0.899997,0.30127,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,No Climax,NV,NV,Traveling,NV,NV
754,760,WAC,Tai,N,Male F,NV,File 69,0.86248,0.86248,0.86248,0.0,4,3,3,0,0.300201,0.185838,0.376442,,,,,,,,,,,,,,,,,,,,,,,,Unk,Unk,Unk,0,0,NV,NV,NV,Traveling,NV,NV
755,761,WAC,Tai,N,Male F,NV,File 70,0.72557,0.72557,0.72557,0.0,3,2,2,0,0.516178,0.209393,,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,NV,NV,Traveling,NV,NV
756,762,WAC,Tai,N,Male C,NV,File 71,4.70755,4.70755,4.70755,0.0,19,18,18,0,0.112342,0.291889,0.679203,0.235756,0.185237,0.235756,0.275049,0.22453,0.196464,0.297502,0.258209,0.230143,0.235756,0.22453,0.213303,0.297502,0.275049,0.239333,,,,,,,,,With,Build-Up,after,1,0,Climax,NV,NV,Traveling,NV,NV
757,763,WAC,Tai,N,Male C,NV,File 72,2.51589,2.5159,2.5159,0.0,10,9,9,0,0.079582,0.436012,0.313623,0.478083,0.130039,0.550752,0.068844,0.175935,0.283025,,,,,,,,,,,,,,,,,,Unk,Unk,Unk,0,0,Unk because overlap with others calls,NV,NV,Traveling,NV,NV
758,764,WAC,Tai,N,Male C,NV,File 73,3.58297,3.58297,3.58297,0.0,17,16,16,0,0.19204,0.177815,0.177815,0.167146,0.22049,0.25961,0.252497,0.22049,0.227603,0.270279,0.269749,0.234716,0.238272,0.22049,0.224047,0.22991,,,,,,,,,,,With,Build-Up,after,1,0,NV,NV,NV,Traveling,NV,NV
759,765,WAC,Tai,N,Male C,NV,File 74,0.55933,0.55933,0.55933,0.0,4,3,3,0,0.246762,0.179313,0.133251,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,Climax,NV,NV,Traveling,NV,NV
760,766,WAC,Tai,N,Male C,NV,File 75,0.67698,0.67698,0.67698,0.0,3,2,2,0,0.324951,0.352031,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,Climax,NV,NV,Resting,NV,NV
761,767,WAC,Tai,N,Male C,NV,File 76,3.64428,3.64428,3.64428,0.0,9,8,8,0,0.121052,0.400637,0.825747,0.557703,0.489717,0.432328,0.384772,0.432328,,,,,,,,,,,,,,,,,,,With,Build-Up,after,1,0,Climax,NV,NV,Traveling,NV,NV
762,768,WAC,Tai,N,Male C,NV,File 77,0.56641,0.56641,0.56641,0.0,4,3,3,0,0.208676,0.170347,0.187382,,,,,,,,,,,,,,,,,,,,,,,,With,Roar,Roar,1,1,Roar similar BUp before Climax,NV,NV,Traveling,NV,NV
763,769,WAC,Tai,N,Male C,NV,File 78,0.47443,0.47443,0.47443,0.0,2,1,1,0,0.474432,,,,,,,,,,,,,,,,,,,,,,,,,,With,Roar,Roar,1,1,Roar similar BUp before Climax,NV,NV,Traveling,NV,NV
764,770,WAC,Tai,N,Male C,NV,File 79,0.39805,0.39805,0.39805,0.0,2,1,1,0,0.398052,,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV
765,771,WAC,Tai,N,Male C,NV,File 80,0.55699,0.55699,0.55699,0.0,3,2,2,0,0.09193,0.465056,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,Climax,NV,NV,Traveling,NV,NV
766,772,WAC,Tai,N,Male G,NV,File 81,1.09259,1.09259,1.09259,0.0,4,3,3,0,0.157926,0.799301,0.135366,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,Climax,NV,NV,Feeding,NV,NV
767,773,WAC,Tai,N,Male G,NV,File 82,0.5714,0.5714,0.5714,0.0,4,3,3,0,0.151307,0.091424,0.328669,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,Climax,NV,NV,Traveling,NV,NV
768,774,WAC,Tai,N,Male G,NV,File 83,0.06879,0.06879,0.06879,0.0,2,1,1,0,0.068789,,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,Climax,NV,NV,Feeding,NV,NV
769,775,WAC,Tai,N,Male F,NV,File 84,2.98279,2.98279,2.98279,0.0,9,8,8,0,0.177321,0.202653,0.506631,1.393236,0.234317,0.158322,0.177321,0.132991,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,Climax,NV,NV,Traveling,NV,NV
770,776,WAC,Tai,N,Male F,NV,File 85,1.01779,1.01779,1.01779,0.0,6,5,5,0,0.200473,0.097666,0.179912,0.298139,0.241596,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,Climax,NV,NV,Resting,NV,NV
771,777,WAC,Tai,N,Male F,NV,File 86,0.33309,0.33309,0.33309,0.0,3,2,2,0,0.22149,0.111604,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,Climax,NV,NV,Traveling,NV,NV
772,778,WAC,Tai,N,Male F,NV,File 87,0.6448,0.6448,0.6448,0.0,5,4,4,0,0.133566,0.165807,0.156595,0.188835,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,Climax,NV,NV,Traveling,NV,NV
773,779,WAC,Tai,N,Male F,NV,File 88,0.89022,0.89022,0.89022,0.0,6,5,5,0,0.168603,0.161859,0.182091,0.155115,0.222556,,,,,,,,,,,,,,,,,,,,,,With,Pause ,Pause,0,0,Unk because overlap with others calls,NV,NV,Resting,NV,NV
774,780,WAC,Tai,N,Male F,NV,File 89,0.4102,0.4102,0.4102,0.0,3,2,2,0,0.169549,0.24065,,,,,,,,,,,,,,,,,,,,,,,,,Unk,Unk,Unk,0,0,Unk because overlap with others calls,NV,NV,NV,NV,NV
775,781,WAC,Tai,N,Male F,NV,File 90,0.92748,0.92748,0.92748,0.0,4,3,3,0,0.341976,0.393791,0.191714,,,,,,,,,,,,,,,,,,,,,,,,Unk,Unk,Unk,0,0,Unk because overlap with others calls,NV,NV,Feeding,NV,NV
776,782,WAC,Tai,N,Male F,NV,File 91,2.00749,2.00749,2.00749,0.0,10,9,9,0,0.13883,0.416367,0.173209,0.136568,0.116583,0.233166,0.28313,0.256482,0.253151,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,Climax,NV,NV,Resting,NV,NV
777,783,WAC,Tai,N,Male C,NV,File 28,0.45399,0.45399,0.45399,0.0,2,1,1,0,0.453994,,,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,NV,NV,Traveling,NV,NV
778,784,WAC,Tai,N,Male C,NV,File 92,1.06097,1.06097,1.06097,0.0,6,5,5,0,0.207258,0.246736,0.197389,0.217128,0.192454,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,NV,NV,Traveling,NV,NV
779,785,WAC,Tai,N,Male C,NV,File 93,1.18705,1.18705,1.18705,0.0,5,4,4,0,0.272643,0.243282,0.188753,0.482369,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,Climax,NV,NV,Traveling,NV,NV
780,786,WAC,Tai,N,Male C,NV,File 94,4.79005,4.79005,4.79005,0.0,11,10,10,0,0.251506,1.383284,0.632686,0.422988,0.422988,0.400124,0.400124,0.417272,0.459079,,,,,,,,,,,,,,,,,,With,Build-Up,after,1,0,Climax,NV,NV,Traveling,NV,NV
781,787,WAC,Tai,N,Male C,NV,File 95,0.7963,0.7963,0.7963,0.0,4,3,3,0,0.338851,0.186368,0.271081,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,Climax,NV,NV,Traveling,NV,NV
782,788,WAC,Tai,N,Male C,NV,File 96,0.73774,0.73774,0.73774,0.0,4,3,3,0,0.351915,0.187203,0.198622,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,Climax,NV,NV,Resting,NV,NV
783,789,WAC,Tai,N,Male C,NV,File 97,2.39675,2.39675,2.39675,0.0,11,10,10,0,0.37427,0.099579,0.339941,0.285001,0.202591,0.171687,0.247229,0.21976,0.16482,0.291876,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,Climax,NV,NV,Resting,NV,NV
784,790,WAC,Tai,N,Male C,NV,File 98,1.18063,1.18063,1.18063,0.0,6,5,5,0,0.271903,0.250437,0.271903,0.100175,0.286214,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,Climax,NV,NV,Traveling,NV,NV
785,791,WAC,Tai,N,Male C,NV,File 99,1.14712,1.14712,1.14712,0.0,6,5,5,0,0.280662,0.143929,0.289298,0.177033,0.256194,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,Climax,NV,NV,Traveling,NV,NV
786,792,WAC,Tai,N,Male C,NV,File 100,0.6277,0.6277,0.6277,0.0,4,3,3,0,0.218608,0.156924,0.252164,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,Climax,NV,NV,Traveling,NV,NV
787,793,WAC,Tai,N,Male C,NV,File 101,3.87984,3.87984,3.87984,0.0,16,15,15,0,0.228724,0.215062,0.258374,0.190604,0.216017,0.271081,0.228724,0.250552,0.228724,0.279552,0.292259,0.309201,0.317673,0.317673,0.275622,,,,,,,,,,,,With,Build-Up,after,1,0,Climax,NV,NV,Traveling,NV,NV
788,794,WAC,Tai,N,Male C,NV,File 102,2.78195,2.78195,2.78195,0.0,10,9,9,0,0.171893,0.131181,0.162846,1.284672,0.199034,0.126658,0.321168,0.149275,0.235222,,,,,,,,,,,,,,,,,,With,Build-Up,after,1,0,Climax,NV,NV,Traveling,NV,NV
789,795,WAC,Tai,N,Male C,NV,File 103,1.90916,1.90916,1.90916,0.0,3,2,2,0,0.331531,1.57763,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,Climax,NV,NV,Traveling,NV,NV
790,796,WAC,Tai,N,Male C,NV,File 104,0.3363,0.3363,0.3363,0.0,2,1,1,0,0.336301,,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,Climax,NV,NV,Traveling,NV,NV
791,797,WAC,Tai,N,Male C,NV,File 105,1.26983,1.26983,1.26983,0.0,6,5,5,0,0.23773,0.150756,0.284117,0.197142,0.400082,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,Climax,NV,NV,Traveling,NV,NV
792,798,WAC,Tai,N,Male C,NV,File 106,0.86423,0.86423,0.86423,0.0,4,3,3,0,0.27031,0.332847,0.261077,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,Climax,NV,NV,Traveling,NV,NV
793,799,WAC,Tai,N,Male C,NV,File 107,0.96079,0.96079,0.96079,0.0,5,4,4,0,0.271739,0.242624,0.194099,0.252329,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,Climax,NV,NV,Traveling,NV,NV
794,800,WAC,Tai,N,Male C,NV,File 108,2.33708,2.33708,2.33708,0.0,11,10,10,0,0.322716,0.043426,0.252658,0.217128,0.232919,0.244762,0.544793,0.10659,0.146068,0.226024,,,,,,,,,,,,,,,,,With,Build-Up,after,1,0,Climax,NV,NV,Traveling,NV,NV
795,801,WAC,Tai,N,Male C,NV,File 109,3.64081,3.64081,3.64081,0.0,17,16,16,0,0.143245,0.149214,0.125339,0.232773,0.208899,0.161151,0.20293,0.190993,0.173088,0.692351,0.113402,0.20293,0.143245,0.113402,0.483452,0.304396,,,,,,,,,,,With,Build-Up,Climax,1,2,Climax,NV,NV,Traveling,NV,NV
796,802,WAC,Tai,N,Male C,NV,File 110,2.93961,2.93961,2.93961,0.0,11,10,10,0,0.140069,0.114115,0.333217,1.141154,0.136938,0.278442,0.11868,0.219102,0.205408,0.252488,,,,,,,,,,,,,,,,,With,Build-Up,Let-Down,1,3,Climax,NV,NV,Traveling,NV,NV
797,803,WAC,Tai,N,Male C,NV,File 111,2.05864,2.05864,2.05864,0.0,10,9,9,0,0.136568,0.075871,0.060697,0.192207,0.738481,0.207382,0.166917,0.171975,0.308543,,,,,,,,,,,,,,,,,,With,Build-Up,after,1,0,Climax,NV,NV,Traveling,NV,NV
798,804,WAC,Tai,N,Male C,NV,File 112,0.27131,0.27131,0.27131,0.0,3,2,2,0,0.152051,0.119256,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,Climax,NV,NV,Traveling,NV,NV
799,805,WAC,Tai,N,Male C,NV,File 112,0.88547,0.88547,0.88547,0.0,6,5,5,0,0.103976,0.10733,0.251555,0.21466,0.207952,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,Climax,NV,NV,Traveling,NV,NV
800,806,WAC,Tai,N,Male C,NV,File 113,2.51893,2.51893,2.51893,0.0,5,4,4,0,0.354066,0.455228,1.568007,0.141626,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,after,1,0,Climax,NV,NV,Traveling,NV,NV
801,807,WAC,Tai,N,Male C,NV,File 114,2.17736,2.17736,2.17736,0.0,9,8,8,0,0.141233,0.11539,0.11539,0.175594,0.953223,0.301018,0.095322,0.280193,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,Climax,NV,NV,Traveling,NV,NV
802,808,WAC,Tai,N,Male C,NV,File 115,3.44789,3.44789,3.44789,0.0,16,15,15,0,0.191549,0.112676,0.202817,0.23662,0.4,0.073239,0.35493,0.242254,0.304225,0.270423,0.208451,0.191549,0.107042,0.214085,0.338028,,,,,,,,,,,,With,Build-Up,after,1,0,Climax,NV,NV,Traveling,NV,NV
803,809,WAC,Tai,N,Male C,NV,File 116,0.90544,0.90544,0.90544,0.0,4,3,3,0,0.183376,0.074761,0.647302,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,Climax,NV,NV,Resting,NV,NV
804,810,WAC,Tai,N,Male C,NV,File 117,1.60954,1.60954,1.60954,0.0,8,7,7,0,0.211782,0.118598,0.177897,0.415092,0.127069,0.262609,0.296494,,,,,,,,,,,,,,,,,,,,With,Build-Up,After Climax,1,3,Climax,NV,NV,Traveling,NV,NV
805,811,WAC,Tai,N,Male C,NV,File 118,0.81916,0.81916,0.81916,0.0,4,3,3,0,0.136527,0.341318,0.341318,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,Climax,NV,NV,Traveling,NV,NV
806,812,WAC,Tai,N,Male C,NV,File 119,5.26452,5.26452,5.26452,0.0,9,8,8,0,0.470613,0.547795,0.597595,0.626051,0.583366,1.287674,0.50511,0.64632,,,,,,,,,,,,,,,,,,,With,Build-Up,Let-Down,1,3,Climax,NV,NV,Traveling,NV,NV
807,813,WAC,Tai,N,Male C,NV,File 120,0.57374,0.57374,0.57374,0.0,4,3,3,0,0.211348,0.174812,0.187583,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,Climax,NV,NV,Traveling,NV,NV
808,814,WAC,Tai,N,Male C,NV,File 121,1.48708,1.48708,1.48708,0.0,5,4,4,0,0.310887,0.632138,0.409335,0.134718,,,,,,,,,,,,,,,,,,,,,,,Unk,Unk,Unk,0,0,Unk because overlap with others calls,NV,NV,Traveling,NV,NV
809,815,WAC,Tai,N,Male C,NV,File 122,2.63662,2.63662,2.63662,0.0,8,7,7,0,0.338028,0.682541,0.371831,0.264789,0.315493,0.366197,0.297741,,,,,,,,,,,,,,,,,,,,With,Build-Up,after,1,0,Climax,NV,NV,Traveling,NV,NV
810,816,WAC,Tai,N,Male C,NV,File 123,1.3758,1.3758,1.3758,0.0,5,4,4,0,0.096474,0.188753,0.692094,0.398479,,,,,,,,,,,,,,,,,,,,,,,With,Roar,Climax,1,2,Climax,NV,NV,Traveling,NV,NV
811,817,WAC,Tai,N,Male C,NV,File 124,1.13472,1.13472,1.13472,0.0,4,3,3,0,0.247207,0.744074,0.143436,,,,,,,,,,,,,,,,,,,,,,,,Unk,Unk,Unk,0,0,NV,NV,NV,Traveling,NV,NV
812,818,WAC,Tai,N,Male C,NV,File 125,1.64803,1.64803,1.64803,0.0,7,6,6,0,0.20512,0.608286,0.261705,0.176827,0.20512,0.190974,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Unk,1,0,Unk because overlap with others calls,NV,NV,Traveling,NV,NV
813,819,WAC,Tai,N,Male C,NV,File 126,1.71361,1.71361,1.71361,0.0,11,10,10,0,0.238451,0.173786,0.181869,0.145495,0.169744,0.117205,0.169744,0.169744,0.161661,0.185911,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,Climax,NV,NV,Traveling,NV,NV
814,820,WAC,Tai,N,Male C,NV,File 127,0.8292,0.8292,0.8292,0.0,3,2,2,0,0.456818,0.372379,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,Climax,NV,NV,Traveling,NV,NV
815,821,WAC,Tai,N,Male G,NV,File 128,0.06606,0.06606,0.06606,0.0,2,1,1,0,0.066064,,,,,,,,,,,,,,,,,,,,,,,,,,Unk,Unk,Unk,0,0,Unk because overlap with others calls,NV,NV,AFT,NV,NV
816,822,WAC,Tai,N,Male G,NV,File 129,0.57744,0.57744,0.57744,0.0,4,3,3,0,0.101902,0.39305,0.082492,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,No Climax,NV,NV,NV,NV,NV
817,823,WAC,Tai,N,Male F,NV,File 130,1.94305,1.94305,1.94305,0.0,9,8,8,0,0.103629,0.077722,0.227984,0.21244,0.279799,0.253891,0.305706,0.481875,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,No Climax,NV,NV,Alarm,NV,NV
818,824,WAC,Tai,N,Male F,NV,File 131,0.43672,0.43672,0.43672,0.0,3,2,2,0,0.087345,0.349378,,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,After Ph,NV,NV,NV,NV,NV
819,825,WAC,Tai,E,Male H,2013-10-13,File 132,0.49244,0.49244,0.49244,0.0,4,3,3,0,0.106272,0.234996,0.151176,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV
