Drumming_bout,Subspecies,Population,Community,Individual,Pop_com_code,Com_indiv_code,Date,File_Name_hidden,With_Ph,Start_Ph,End_Ph,Start_Ph_N,End_Ph_N,Note_Ph,Context_Before,Context_After,Context,Tree_Species,DBH,Com_indiv,Total_bout_duration,Summed_Total_bout_duration,N_beats,Bout_cv,Bout_npvi,Bout_entropy,Interbeat 1,Interbeat 2,Interbeat 3,Interbeat 4,Interbeat 5,Interbeat 6,Interbeat 7,Interbeat 8,Interbeat 9,Interbeat 10,Interbeat 11,Interbeat 12,Interbeat 13,Interbeat 14,Interbeat 15,Interbeat 16,Interbeat 17,Interbeat 18,Interbeat 19,Interbeat 20,Interbeat 21,Interbeat 22,Interbeat 23,Interbeat 24,Interbeat 25,Interbeat 26,Interbeat 27
972,WAC,Nimba,Tongbongbon,Male 1B,Nimba (Tongbongbon),Tongbongbon (Male 1B),04.11.21,D_09280027,Without,0,0,0,0,NV,NV,NV,Traveling,NV,NV,Tongbongbon_Male 1B,0.20003,0.20003,3,0.2244924485949537,22.44924485949537,0,0.122467,0.077562,,,,,,,,,,,,,,,,,,,,,,,,,
973,WAC,Nimba,Tongbongbon,Male 1B,Nimba (Tongbongbon),Tongbongbon (Male 1B),05.11.21,D_10050039,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,Tongbongbon_Male 1B,0.62176,0.62176,4,0.12249494488246082,11.414526408099238,0,0.238677,0.206586,0.176501,,,,,,,,,,,,,,,,,,,,,,,,
975,WAC,Nimba,Tongbongbon,Male 1E,Nimba (Tongbongbon),Tongbongbon (Male 1E),10.05.22,D_2022-05-10 17.07_1.MP4,Without,0,0,0,0,NV,NV,NV,Traveling,NV,NV,Tongbongbon_Male 1E,0.95307,0.95307,5,0.18480873159463276,11.222748150238626,0,0.168965,0.240248,0.290409,0.253448,,,,,,,,,,,,,,,,,,,,,,,
976,WAC,Nimba,Gahtoy,Male 2C,Nimba (Gahtoy),Gahtoy (Male 2C),09.06.20,01020021,With,Unk,Unk,0,0,"voc clearly pant-hoot but could be build-up with no climax, or could be let-down - I think bu but no real proof",NV,NV,Traveling,NV,NV,Gahtoy_Male 2C,0.40251,0.40251,4,0.3722115587511347,23.405389027004336,0,0.198176,0.076316,0.128014,,,,,,,,,,,,,,,,,,,,,,,,
977,WAC,Nimba,Gahtoy,Male 2C,Nimba (Gahtoy),Gahtoy (Male 2C),10.06.20,01040024,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,Gahtoy_Male 2C,0.82676,0.82676,6,0.80735807,32.16866400378285,1.494555522617032,0.069243,0.063703,0.113558,0.423767,0.156489,,,,,,,,,,,,,,,,,,,,,,
978,WAC,Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),11.06.20,01050032,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV,Gahtoy_Male 2A,1.00312,1.00312,11,1.0559954454644775,35.15013309570886,1.563417866393641,0.049407,0.089831,0.068871,0.08534,0.050904,0.09582,0.032938,0.41023,0.028447,0.091329,,,,,,,,,,,,,,,,,
979,WAC,Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),12.06.20,12300013,With,Climax,after,2,0,NV,NV,NV,Traveling,NV,NV,Gahtoy_Male 2A,2.31297,2.31297,13,0.2494646176691137,13.782672413170907,6,0.222898,0.209976,0.16152,0.16475,0.119525,0.171211,0.193824,0.155059,0.300427,0.193824,0.15829,0.261662,,,,,,,,,,,,,,,
980,WAC,Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),02.01.20,D_2020-01-02 17.53_1.MP4,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV,Gahtoy_Male 2A,1.10909,1.10909,10,0.089703952,5.493545664489051,0,0.11924,0.115973,0.120873,0.127407,0.104539,0.137207,0.140474,0.112706,0.130673,,,,,,,,,,,,,,,,,,
981,WAC,Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),02.01.20,D_2020-01-02 18.01_1.MP4,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,Gahtoy_Male 2A,2.48916,2.48915,17,0.4992084788769284,28.351252544149133,6.7100357357939355,0.067274,0.072881,0.241067,0.120533,0.067274,0.232657,0.227051,0.106518,0.140155,0.168186,0.159777,0.072881,0.11773,0.103715,0.322357,0.269098,,,,,,,,,,,
983,WAC,Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),16.02.22,D_2022-02-16 17.40_2.MP4,With,after,after,0,0,NV,NV,NV,Traveling,NV,NV,Gahtoy_Male 2A,1.49608,1.49608,15,0.3667609699267615,20.034906842220597,3.0895663114770664,0.062071,0.109819,0.187806,0.087537,0.100269,0.197355,0.105044,0.087537,0.08117,0.124143,0.074804,0.119368,0.066846,0.092311,,,,,,,,,,,,,
984,WAC,Nimba,Gahtoy,Male 2C,Nimba (Gahtoy),Gahtoy (Male 2C),01.04.22,D_2022-04-01 06.01_1,Without,0,0,0,0,NV,NV,NV,Traveling,NV,NV,Gahtoy_Male 2C,0.89632,0.89632,8,0.36648480622505075,13.679186738688365,0,0.224079,0.131569,0.096621,0.156238,0.082231,0.080175,0.125402,,,,,,,,,,,,,,,,,,,,
985,WAC,Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),01.04.22,D_2022-04-01 06.02_1.MP4,With,Build-Up,after,1,0,NV,NV,NV,Traveling,NV,NV,Gahtoy_Male 2A,2.31145,2.31145,14,0.41293170016934405,32.36457382174248,6.455256526,0.081912,0.284132,0.312499,0.125218,0.191981,0.145906,0.186862,0.235497,0.107509,0.153585,0.053755,0.20734,0.225258,,,,,,,,,,,,,,
987,WAC,Nimba,Gahtoy,Male 2A,Nimba (Gahtoy),Gahtoy (Male 2A),28.03.22,D_2022-03-28 15.06_1.MP4,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,Gahtoy_Male 2A,0.9496,0.94961,9,0.21002345106675102,7.3728355351161055,1.5549511023971747,0.123157,0.09885,0.121536,0.116675,0.17679,0.093831,0.095609,0.123157,,,,,,,,,,,,,,,,,,,
988,WAC,Tai,E,Male L,Tai (E),E (POS),14.11.13,File 249,With,Build-Up,Climax,1,2,,Traveling,Traveling,Traveling,NV,NV,E_POS,0.885113,0.883997,6,0.5303406735564866,48.98161427042979,2.384080545409061,0.123186,0.293161,0.031937,0.177935,0.257778,,,,,,,,,,,,,,,,,,,,,,
989,WAC,Tai,E,Male L,Tai (E),E (POS),04.10.14,File 250,With,Climax,Climax,2,2,,Resting,Traveling,Traveling,NV,NV,E_POS,1.838696,1.838698,11,0.8712895478399006,39.290335476893105,2.989111045234063,0.078296,0.151541,0.040411,0.098502,0.217209,0.247517,0.181849,0.03536,0.618792,0.169221,,,,,,,,,,,,,,,,,
990,WAC,Tai,E,Male L,Tai (E),E (POS),10.12.14,File 251,With,Build-Up,Climax,1,2,,Resting,Resting,Resting,NV,NV,E_POS,1.674943,1.674943,14,0.2011635014397998,8.608330613,0,0.116912,0.116912,0.097824,0.126456,0.133614,0.10021,0.109754,0.145544,0.159859,0.128842,0.10021,0.190877,0.147929,,,,,,,,,,,,,,
991,WAC,Tai,E,Male L,Tai (E),E (POS),10.12.14,File 252,with,Build-Up,Climax,1,2,,NV,Traveling,Traveling,NV,NV,E_POS,1.277698,1.277696,9,0.5641093502962827,22.39518282,2.8676687467547968,0.235938,0.127044,0.112524,0.134303,0.104791,0.363456,0.141563,0.058077,,,,,,,,,,,,,,,,,,,
992,WAC,Tai,S,Male W,Tai (S),S (CAR),05.12.13,File 253,with,Build-Up,Climax,1,2,"climax calls don't sound like usual climax calls, but seems like this individual's attempt at them",NV,Traveling,Traveling,NV,NV,S_CAR,1.311438,1.311436,8,0.42104539590980594,29.678875907449292,3.2792076233156693,0.166752,0.066006,0.217125,0.123327,0.202572,0.339373,0.196281,,,,,,,,,,,,,,,,,,,,
993,WAC,Tai,S,Male W,Tai (S),S (CAR),24.12.13,File 254,with,Build-Up,Let-Down,1,3,,NV,Resting,Resting,NV,NV,S_CAR,2.580391,2.58039,15,0.5287235684254326,29.235034290299225,7.0886910017467635,0.073326,0.104752,0.171095,0.170815,0.10154,0.356157,0.251405,0.055868,0.275847,0.248823,0.330804,0.073326,0.111735,0.254897,,,,,,,,,,,,,
994,WAC,Tai,S,Male X,Tai (S),S (KUB),05.01.14,File 255,with,Build-Up,after,1,0,,NV,Resting,Resting,NV,NV,S_KUB,1.996365,1.996365,12,1.4214366526965394,39.86212254278212,1.5645258176027994,0.083315,0.041658,0.185857,0.048486,0.057261,0.979969,0.212082,0.112155,0.060884,0.128178,0.08652,,,,,,,,,,,,,,,,
995,WAC,Tai,S,Male X,Tai (S),S (KUB),04.01.15,File 256,with,Build-Up,Climax,1,2,,NV,Traveling,Traveling,NV,NV,S_KUB,2.120719,2.120719,17,0.44098204802790236,24.63003291857448,0,0.099868,0.167425,0.070495,0.161551,0.058746,0.149801,0.082244,0.23792,0.240857,0.161551,0.061683,0.170362,0.067558,0.187986,0.105742,0.09693,,,,,,,,,,,
996,WAC,Tai,S,Male X,Tai (S),S (KUB),06.01.15,File 257,with,Build-Up,Build-Up,1,1,,Traveling,Traveling,Traveling,NV,NV,S_KUB,1.195662,1.195662,6,0.2917019935880523,11.724506906420377,0,0.175403,0.192943,0.213407,0.24264,0.371269,,,,,,,,,,,,,,,,,,,,,,
997,WAC,Tai,S,Male W,Tai (S),S (CAR),26.12.13,File 258,with,Build-Up,after,1,0,no climax,NV,Traveling,Traveling,NV,NV,S_CAR,0.384247,0.384246,3,0.3939403403028268,39.39403403028269,1,0.267808,0.116438,,,,,,,,,,,,,,,,,,,,,,,,,
998,WAC,Tai,S,Male Y,Tai (S),S (SHO),04.01.15,File 259,with,Build-Up,after,1,0,,Resting,Resting,Resting,NV,NV,S_SHO,2.498339,2.49834,20,0.8390794193655495,37.91716517385988,0,0.081479,0.115786,0.047172,0.428836,0.420931,0.078907,0.182093,0.054628,0.07823,0.08363,0.034395,0.163883,0.038442,0.151744,0.042488,0.145674,0.066767,0.16186,0.121395,,,,,,,,
999,WAC,Tai,S,Male Y,Tai (S),S (SHO),04.01.15,File 260,with,Build-Up,Build-Up,1,1,,Resting,Traveling,Traveling,NV,NV,S_SHO,0.404548,0.404548,3,0.096448382,9.644838189782176,0,0.182765,0.221783,,,,,,,,,,,,,,,,,,,,,,,,,
1000,WAC,Tai,S,Male Y,Tai (S),S (SHO),08.01.15,File 261,with,Build-Up,Climax,1,2,,Feeding,Resting,Resting,NV,NV,S_SHO,2.08125,2.081251,6,1.1432871625037846,73.08262943788408,1.494555522617032,0.12344,0.063155,0.429282,1.333322,0.132052,,,,,,,,,,,,,,,,,,,,,,
